name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
-1,1,0,0.229411558,-0.84,0,0,0,-1,-0.0625,-0.432641757,-0.44,0.272727273,0,0.102216569,-0.48,0.285714286,0.666666667,0.777777778,0,0,0,0,0,0,0,0,0.647058824,0,0.714285714,0.333333333,0.176470588,0.058823529,0,1
0,0,0,-0.308120772,-0.96,0,0,0,0,-0.457627119,-0.298775185,-0.56,0,0.333333333,-0.445765703,-0.8,0,0.866666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0.666666667,0,0.5,0.136363636,26.5,0
0,0,0,-0.341596675,-0.8,0,0,-1,0,-0.75,-0.840602652,-0.76,0,0,-0.488771906,-0.48,0,0,0.7,0,0,0,0,0,0,0,0,0.771428571,0,0.84,0,0.380952381,0.095238095,0,0
-1,0,0.523809524,0.355241961,-0.68,0,0,0,0,0,0.380789583,-0.76,0,0,-0.071722246,-0.72,-0.428571429,0,0,0,0,0,0,0,0,0,0,0.692307692,0,0,0,0,0,0,0
0,0,0.333333333,0.295468783,-0.8,0,0,0,0,-0.582089552,-0.68497439,-0.68,0,0,-0.422403761,-0.6,-0.454545455,0.6,0,0,0,0,0,0,0,0,0,0.826086957,0,0.818181818,0,0.090909091,0.090909091,0,1
0,0,1,1,-0.88,0,0,0,0,-0.692307692,-0.751998564,-0.6,0,0.333333333,-0.09102721,-0.52,0.125,0.714285714,0.285714286,0,0,0,0,0,0,0,0,0.675675676,0,0.666666667,0,0.263157895,0.157894737,0,1
-1,0,0.777777778,0.680842777,-0.68,0,0,0,0,-0.333333333,-0.621691102,-0.8,0,0,-0.535514803,-0.8,0,0.666666667,0,0,0,0,0,0,0,0,0,0.666666667,0,0.8,0,0,0,0,1
0,0,-0.333333333,-0.350642065,-0.92,0,0,0,0,-0.607843137,-0.755688275,-0.6,0.8,0,-0.238517026,-0.64,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0.130434783,0.043478261,0,0
-1,0,-0.764705882,-0.692167972,-0.92,0,0,-1,0,-0.655913978,-0.826907252,-0.8,0,0,-0.31041841,-0.8,0.647058824,0.789473684,0,0,0,0,0,0,0,0,0,0.9375,0,0.862068966,0,0.136363636,0.045454545,0,0
0,0,1,1,-0.68,0,0,0,0,-0.641791045,-0.79646009,-0.76,0,0,0.767373567,0.28,-0.368421053,0.234042553,0,0,0,0,0,0,0,0,0,0.319148936,0,0.368421053,0,0.047619048,0,8.9375,1
-1,0,-0.466666667,-0.437063108,-0.92,0,0,0,0,-0.833333333,-0.90328727,-0.96,0,0,-0.851287634,-0.92,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,1
-1,0,0.777777778,0.73894834,-0.68,0,0,0,0,-0.931034483,-0.956433792,-0.96,0,0,-0.488071539,-0.6,0.6,0.764705882,0,0,0,0,0,0,0,0,0,0.75,0,0.80952381,0,0,0,0,0
0,0,-0.2,-0.459493461,-0.76,0,0.6,-1,0,-0.370786517,-0.448868326,-0.44,0,0,-0.006116507,-0.4,0,0.866666667,0.555555556,0,0,0,0,0,0,0,0,0.882352941,0,0.705882353,0,0.173913043,0.130434783,0,0
0,0,0,-0.403677568,-0.88,0,0,0,0,-0.868852459,-0.939962561,-0.92,0,0,-0.504649936,-0.8,0,0,0.384615385,0,0,0,0,0,0,0,0,0.692307692,0,0,0,0.416666667,0.083333333,0,0
0,0,0.904761905,0.958734814,-0.6,0,0.5,0,0,-0.769230769,-0.834608739,-0.88,0,0,-0.434893838,-0.6,-0.2,0.818181818,0,0,0,0,0,0,0,0,0,0.692307692,0,0.882352941,0,0,0,0,1
0,0,-0.466666667,-0.53264445,-0.92,0,0,-1,0,-0.604938272,-0.432086857,-0.76,0,0,-0.364300787,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0
0,0,0.6,0.522803222,-0.84,0,0,0,0,-0.571428571,-0.255473913,-0.64,0,0,0.07881468,-0.36,-0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1
0,0,-0.333333333,-0.358541647,-0.96,0,0,-1,0,-0.458333333,-0.579082321,-0.76,0.5,0,-0.57239849,-0.8,0,0,0.8,0.894736842,0,0,0,0,0,0,0,0.866666667,0,0.957446809,0,0.269230769,0.038461538,0,0
0,0,0.230769231,0.325178702,-0.84,0,0,-1,0,-0.707317073,-0.775577844,-0.76,0,0,0.351186398,-0.52,0.565217391,0.829787234,0,0.76,0,0,0,0,0,0,0,0.903225806,0,0.763157895,0,0.090909091,0.036363636,0,0
-1,1,-0.2,-0.349152377,-0.92,0,0,-1,0,-0.409090909,-0.484893607,-0.48,0.555555556,0,-1,-1,0,0,0.939393939,0.75,0,0,0,0,0,0,0,0.92,0,0.822222222,0.333333333,0.083333333,0.033333333,0,0
0,0,0,-0.037684237,-0.8,0.2,0,0,0,0.02189781,0.078577439,-0.08,0.217391304,0.714285714,-0.117403716,-0.48,-3.063157895,0.802197802,0.62962963,0.862068966,0,0,0,0,0,0,0,0.807909605,0.5,0.796875,0,0.25862069,0.120689655,35.5625,1
0,0,0.714285714,0.868091408,-0.88,0,0,0,0,-0.914893617,-0.804459318,-0.96,0,0,-0.887513001,-0.92,0,0,0.5,0,0,0,0,0,0,0,0,0.636363636,0,0.5,0,0.363636364,0.272727273,0,1
0,1,-0.666666667,-0.624274443,-0.92,0,0,0,-1,-0.428571429,-0.597259231,-0.52,0,0,-0.453444957,-0.68,0,0,0.391304348,0,0,0,0,0,0,0,0,0.783783784,0,0.9,0.333333333,0.36,0.08,0,0
0,0,0.428571429,0.343088229,-0.8,0,0,0,0,-0.612903226,-0.71718834,-0.92,0,0,-0.209735481,-0.8,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0,0,0,0,0,0,1
-1,1,-0.2,-0.332511652,-0.92,0,0,-1,0,-0.434782609,-0.544386172,-0.48,0.4,0.5,-0.204909322,-0.72,0.666666667,0.935483871,0.939393939,0.75,0,0,0,0,0,0,0,0.901639344,0,0.760869565,0.333333333,0.081967213,0.016393443,0,0
0,0,-0.555555556,-0.449178496,-0.92,0,0,0,0,-1,-0.94437789,-0.96,0,0,-0.988714805,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0.428571429,0.546421817,-0.76,0,0,0,0,-0.796610169,-0.775287906,-0.84,0,0,-0.48742775,-0.76,0.272727273,0,0,0,0,0,0,0,0,0,0,0.882352941,0,0,0,0,0,0,0
1,0,0.666666667,0.665359798,-0.8,0,0,-1,0,-0.532467532,-0.501099817,-0.56,0,0.5,-0.555362982,-0.64,0,0.692307692,0,0,0,0,0,0,0,0,0,0.684210526,0.333333333,0.727272727,0,0,0,0,1
0,0,0,0.391476897,-0.8,0,0,0,0,-0.789473684,-0.780982905,-0.88,0,0,-0.137597394,-0.24,0,0.333333333,0,0,0,0,0,0,0,0,0,0.6,0,0.666666667,0,0,0,0,0
0,0,0.066666667,0.496516537,-0.8,0,0,1,0,0.2,0.337828319,0.08,0.090909091,0.2,0.059977775,-0.56,0.857142857,0.894736842,0.488372093,0.6,0,0,0,0,0,0,0,0.685714286,0,0.86440678,0,0.31372549,0.176470588,26.3125,0
0,0,0,0.06858705,-0.8,0,0,0,0,-0.666666667,-0.774896347,-0.92,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,-0.84,0,0,0,0,-0.466666667,-0.524551739,-0.64,0,0,0.011364975,-0.2,0.666666667,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,1
0,0,0.6,0.513768037,-0.76,0,0,0,0,-0.666666667,-0.589840401,-0.96,0,0,-0.522521647,-0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.2,0.267303226,-0.92,0,0,0,0,-0.733333333,-0.822299686,-0.76,0,0,-1,-1,0,0,0.3,0,0,0,0,0,0,0,0,0.5625,0,0.866666667,0,0.45,0.2,0,1
0,0,0.555555556,0.520270199,-0.72,0,0,0,0,-0.882352941,-0.958105554,-0.92,0,0,-0.688009057,-0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.230769231,0.407125179,-0.8,0,0,0,0,-0.830985915,-0.860080969,-0.8,0,0,-0.151727973,-0.28,0.777777778,0.948717949,0,0,0,0,0,0,0,0,0,0.647058824,0,0.964285714,0,0.038461538,0,22.9375,0
0,0,0.333333333,0.321114264,-0.8,0,0,0,0,-0.726027397,-0.815672846,-0.76,0.5,0,-0.311773566,-0.36,0.5,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
0,0,-0.555555556,-0.527108475,-0.96,0,0,0,0,-0.823529412,-0.716895103,-0.84,0,0,-0.369383657,-0.6,0,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0.894736842,0,0.230769231,0.076923077,0,0
0,0,0.714285714,0.53278536,-0.64,0,0,0,0,-0.757575758,-0.873880886,-0.92,0,0,-0.382916584,-0.68,-0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0.6,0,0.666666667,0,0.25,0.25,11.75,1
0,1,-0.111111111,-0.246761927,-0.92,0,0,-1,0,-0.56097561,-0.718457015,-0.64,0.555555556,0.6,-0.474450478,-0.64,0,0,0.942857143,0.857142857,0,0,0,0,0,0,0,0.928571429,0,0.730769231,0.333333333,0.092592593,0.018518519,0,0
0,1,0.5,0.758911423,-0.88,0,0,-1,0,0.014925373,-0.081755917,-0.36,0.333333333,0.75,-0.410947451,-0.4,0.142857143,0.894736842,0.5,0.615384615,0,0,0,0,0,0,0,0.684210526,0,0.735849057,0,0.205882353,0.058823529,0,1
0,0,0.272727273,0.173569968,-0.72,0,0,0,0,-0.391304348,-0.366999334,-0.72,0,0,-0.907679357,-0.8,-0.333333333,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0.92,0,0,0,0,0
0,0,-0.428571429,-0.630417497,-0.96,0,0,0,0,-0.342465753,-0.365979465,-0.52,0,0.5,-0.55460426,-0.88,0.857142857,0.818181818,0,0,0,0,0,0,0,0,0,0.885714286,0,0.888888889,0,0,0,15.375,0
0,0,0.142857143,-0.215321575,-0.76,0,0,0,0,-0.684210526,-0.799841268,-0.64,0,0,-0.455711805,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
1,0,0.2,0.111065431,-0.76,0.333333333,0,1,0,-0.054545455,0.027480666,0,0.157894737,0.777777778,-0.190849779,-0.4,0,0.810810811,0.608695652,0.826086957,0,0,0,0,0,0,0,0.737704918,0,0.851851852,0,0.25,0.1,14.25,1
0,0,0.090909091,0.049074495,-0.88,0,0,0,0,-0.710144928,-0.733423027,-0.72,0,0,-0.291929071,-0.56,-0.2,0,0,0,0,0,0,0,0,0,0,0.684210526,0,0,0,0.1,0,0,0
-1,0,0.2,0.268090892,-0.88,0,0,-1,0,-0.218390805,-0.416687497,-0.24,0.4,0,0.048617069,-0.52,0.473684211,0,0.666666667,0,0,0,0,0,0,0,0,0.707317073,0,0,0,0.25,0.15,0,0
0,0,-0.428571429,-0.434089024,-0.88,0,0,1,0,-0.276595745,-0.21482604,-0.32,0.5,0.6,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.902439024,0,0.902439024,0,0,0,0,0
0,1,-0.333333333,-0.636183122,-0.96,0,0,-1,0.333333333,-0.082802548,-0.193948913,-0.56,0.142857143,0.846153846,-0.406398786,-0.44,-2.6,0.894736842,0.515151515,0.538461538,0,0,0,0,0,0,0,0.803278689,0,0.724137931,0.636363636,0.233333333,0.066666667,0,0
-1,-1,-0.714285714,-0.598962213,-0.96,0,0,-1,0,-0.885714286,-0.93894333,-0.96,0,0,-0.6345958,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0,0
-1,0,0.2,0.195582811,-0.76,0,0,0,0,-0.644444444,-0.64061045,-0.84,0,0,-0.464045478,-0.6,0.6,0,0,0,0,0,0,0,0,0,0,0.904761905,0,0,0,0.0625,0,0,0
1,0,0.2,0.365324897,-0.88,0,0,-1,0,-0.288888889,-0.163915407,-0.6,0,0.5,-0.573790734,-0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.714285714,0,0,0,0,1
-1,0,-0.25,-0.342378005,-0.88,0,0,0,0,-0.796610169,-0.795745228,-0.88,0,0,-0.61974161,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0.8,0.746466168,-0.64,0,0,0,0,-0.928571429,-0.876081249,-0.92,0,0,-0.323693441,-0.44,0.636363636,0.833333333,0,0,0,0,0,0,0,0,0,0.764705882,0,0.857142857,0,0,0,0,1
-1,0,-0.692307692,-0.665769116,-0.96,0,0,-1,0,-0.68627451,-0.631802582,-0.84,0,0,-0.839610751,-0.84,0.428571429,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
0,0,-0.111111111,0.506731557,-0.88,0,0,-1,0,-0.663157895,-0.711696335,-0.56,0,0,-0.24837382,-0.52,0.538461538,0.818181818,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0
0,1,0.428571429,-0.022143926,-0.76,0,0,-1,-1,-0.785714286,-0.838057563,-0.84,0,0,-1,-1,0,0,0.913043478,0,0,0,0,0,0,0,0,0.851851852,0,0.909090909,0.5,0.346153846,0.038461538,0,0
-1,0,-0.692307692,-0.341942104,-0.96,0,0,0,0,-0.878787879,-0.808138526,-0.96,0,0,-0.269384076,-0.64,0.5,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0.666666667,0,0,0,0,0
0,1,-0.666666667,-0.735896187,-0.96,0,0,-1,-1,-0.649122807,-0.719100807,-0.68,0,0,-0.193423601,-0.52,0,0.764705882,0.619047619,0.714285714,0,0,0,0,0,0,0,0.647058824,0,0.757575758,0.5,0.28,0.08,0,0
0,0,-0.111111111,-0.067865062,-0.92,0,0,0,0,-0.818181818,-0.829236497,-0.92,0,0,-0.420761263,-0.72,0,0,0.5,0,0,0,0,0,0,0,0,0.636363636,0,0,0,0.428571429,0.142857143,0,0
0,-1,0.454545455,0.285908069,-0.84,0,0,0.333333333,1,-0.344262295,-0.138446251,-0.32,0.230769231,0.6,-0.051222067,-0.36,-0.03030303,0.822222222,0,0,0,0,0,0,0,0,0,0.701149425,0.333333333,0.808219178,0.6,0,0,8.375,1
0,0,-0.111111111,-0.019411427,-0.92,0,0,0,0,-0.657142857,-0.758402677,-0.72,0.555555556,0,-0.346250931,-0.56,-0.157894737,0,0.333333333,0,0,0,0,0,0,0,0,0.674418605,0,0,0,0.375,0.125,0,0
0,0,-0.555555556,-0.452952766,-0.96,0,0,0,0,-0.549295775,-0.735023303,-0.68,0,0,-0.423792765,-0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0.499082579,-0.88,0,0,0,0,-0.12195122,-0.101010978,-0.6,0.333333333,0.2,-0.215017856,-0.56,0,0.692307692,0,0,0,0,0,0,0,0,0,0.714285714,0,0.739130435,0,0.2,0.2,0,0
0,0,0.866666667,0.937936239,-0.72,0,0,0,0,-0.753846154,-0.683561395,-0.8,0,0,-0.232642056,-0.64,0,0,0,0,0,0,0,0,0,0,0,0.913043478,0,0,0,0,0,0,0
0,0,-0.666666667,-0.663252102,-0.96,0,0,0,0,-0.657142857,-0.766921925,-0.68,0,0,0.027917719,-0.2,0.8,0.777777778,0.652173913,0,0,0,0,0,0,0,0,0.659574468,0,0.714285714,0,0.363636364,0.045454545,0,0
0,0,-0.142857143,0.235348357,-0.8,0,0,0,0,-0.647058824,-0.754503544,-0.68,0.666666667,0,-0.370756052,-0.56,0,0,0,0,0,0,0,0,0,0,0,0.913043478,0,0,0,0.272727273,0.090909091,0,0
1,1,0.333333333,0.354174141,-0.88,0,0,-1,0,-0.191489362,-0.237171078,-0.24,0.230769231,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.755102041,0.5,0,0.333333333,0,0,0,0
0,0,0.555555556,0.501710243,-0.68,0,0,-1,0,-0.72972973,-0.773571307,-0.88,0.333333333,0,-0.474903973,-0.56,-0.142857143,0,0.6,0,0,0,0,0,0,0,0,0.684210526,0,0,0,0.444444444,0.333333333,0,0
0,0,0.2,0.011413792,-0.88,0,0,-1,0,-0.347826087,-0.441878923,-0.36,0.555555556,0.666666667,0.245453534,-0.52,0.5,0.846153846,0.882352941,0.76,0,0,0,0,0,0,0,0.818181818,0,0.75,0,0.075471698,0.056603774,0,1
0,0,0.846153846,0.80876029,-0.76,0,0,0,0,0.76,0.77419985,-0.52,0,0,-0.289555627,-0.72,0.428571429,0,0,0,0,0,0,0,0,0,0,0.647058824,0,0,0,0,0,0,1
0,0,0.333333333,0.103860481,-0.84,0,0,-1,0,-0.743119266,-0.781646051,-0.88,0.8,0.75,-0.14078124,-0.56,0,0.885714286,0.714285714,0,0,0,0,0,0,0,0,0.857142857,0,0.829787234,0,0.210526316,0.157894737,0,0
