,id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
1036,https://www.alza.cz/hobbybhm-germany-jidelni-zidle-pegleg-hneda-d6701376.htm,https://www.mall.cz/nabytek-jidelny/bhm-germany-jidelni-zidle-cairn-hneda-100037844663,0.0,0.0,0.4545454545454546,0.5087722491569608,-0.8,0.0,0.0,0.0,0.0,-0.7090909090909091,-0.5368946061675188,-0.84,0.0,0.0,-0.1771073860807788,-0.56,-0.3333333333333333,0.0,0.5,0.0,0,0,0,0,0,0,0,0.9130434782608696,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0
831,https://www.alza.cz/hyundai-mg-730-d5533163.htm,https://www.mall.cz/mlynky-maso/hyundai-mg-730?src=sug&s=Hyundai%20MG%20730,0.0,0.0,1.0,1.0,-0.88,0.0,0.0,0.0,0.0,-0.4117647058823529,-0.3282681410035643,-0.4399999999999999,0.0,0.0,-0.159638332190285,-0.16,0.75,0.7777777777777778,0.0,0.0,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,1
117,https://www.alza.cz/aligator-d210-dual-sim?dq=5755887,https://www.mall.cz/mobilni-telefony/aligator-d210-white-black-100075820545,0.0,0.0,-0.1111111111111111,0.024978015781953,-0.92,0.0,0.0,0.0,0.0,-0.5757575757575757,-0.6991563679577839,-0.6799999999999999,0.6666666666666666,0.0,-0.2569455735268479,-0.52,0.0,0.0,0.5,0.2,0,0,0,0,0,0,0,0.6551724137931034,0.0,0.7647058823529411,0.0,0.28,0.16,50.625,1
270,https://www.alza.cz/sportbatoh-segali-sgb-181001-cerny-d6607827.htm,https://www.mall.cz/batohy-notebooky/segali-batoh-segali-sgb-181001-cerny-100059266748,1.0,0.0,1.0,0.8912931687415595,-0.8,0.0,0.0,-1.0,0.0,-0.6774193548387097,-0.7814188066306822,-0.8,0.0,0.0,-0.0780625853823607,-0.6799999999999999,0.0,0.7777777777777778,0.25,0.0,0,0,0,0,0,0,0,0.0909090909090909,0.3333333333333333,0.8571428571428571,0.0,0.3,0.2,0.0,1
208,https://www.alza.cz/sporthighlander-summit-25-modra-d6554919.htm,https://www.mall.cz/hydrovaky/highlander-falcon-batoh-na-piti-18-litru-100073251916,0.0,0.0,-0.6,-0.5141484941509256,-0.96,0.0,0.0,0.0,0.0,-0.6491228070175439,-0.859734465120784,-0.8,0.0,0.0,-0.3360081359403173,-0.76,0.0,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.0,0.0,0.0,1.375,0
1121,https://www.alza.cz/65-sony-bravia-xr-65a80j-d6364484.htm,https://www.mall.cz/televizory/sony-xr-65a83j,0.0,0.0,-1.0,-0.3588002488697748,-0.92,0.0,0.0,-1.0,1.0,-0.1014492753623188,-0.4159336172773608,-0.48,0.1428571428571428,0.0,-0.1025667737451809,-0.16,-2.466666666666667,0.9375,0.0,0.0,0,0,0,0,0,0,0,0.8867924528301887,0.0,0.875,0.7142857142857143,0.0,0.0,0.0,0
943,https://www.alza.cz/gallet-bou786-montargis-d5302334.htm,https://www.mall.cz/rychlovarne-konvice-sklo/gallet-bou786?src=sug&s=Gallet%20BOU786%20Moselle,0.0,0.0,0.3333333333333332,0.4331287141714517,-0.88,0.0,0.0,0.0,0.0,-0.5087719298245614,-0.6131348553545086,-0.64,0.0,0.0,-0.3223964348841623,-0.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
1459,https://www.alza.cz/lg-gbp62dsnfn-d5640393.htm,https://www.mall.cz/volne-stojici-lednicky/lg-gbb61pzgcn,0.0,1.0,0.3333333333333332,-0.0878872569426595,-0.76,0.0,0.0,-1.0,-1.0,-0.5862068965517242,-0.7344188932503298,-0.6799999999999999,0.0,0.0,-0.1357264260217223,-0.4,0.0,0.75,0.9130434782608696,0.0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.7931034482758621,0.5,0.3461538461538461,0.0384615384615384,0.0,0
148,https://www.alza.cz/petkiwi-walker-plovaci-zeppelin-z-tpr-peny-oranzova-22-cm-d5739190.htm,https://www.mall.cz/hracky-psy/kiwi-walker-plovaci-zeppelin-z-tpr-peny-ruzova-22-cm,0.0,0.0,0.7777777777777777,0.8155470884835485,-0.64,0.0,0.0,0.0,0.0,-0.5844155844155844,-0.6406120851491883,-0.8,0.3333333333333333,0.0,-0.0596297438388809,-0.4399999999999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.1666666666666666,0.0,25.5625,0
489,https://www.alza.cz/poly-blackwire-3325-microsoft-usb-a-3-5mm-d6244148.htm,https://www.mall.cz/sluchatka/poly-blackwire-3320-microsoft-100067505572,-1.0,1.0,0.0,0.0874862246295722,-0.88,0.0,0.0,0.0,0.0,-0.5135135135135135,-0.7131739551354412,-0.64,0.5,0.0,-0.3897360241031619,-0.72,0.0,0.0,0.75,0.0,0,0,0,0,0,0,0,0.7391304347826086,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0
307,https://www.alza.cz/dell-vostro-5370?dq=6403713,https://www.mall.cz/notebooky/dell-vostro-15-5502-crjfx,-1.0,1.0,0.0,-0.2717934209700005,-0.92,0.0,0.0,1.0,-1.0,-0.099099099099099,-0.2046669250583318,-0.1999999999999999,0.6,0.7142857142857143,-0.1919552019162039,-0.48,0.28,0.8536585365853658,0.8461538461538461,0.6875,0,0,0,0,0,0,0,0.8378378378378378,0.3333333333333333,0.8024691358024691,0.5,0.1451612903225806,0.0483870967741935,0.0,0
1369,https://www.alza.cz/gorenje-nrk6202ac4-d6398148.htm,https://www.mall.cz/volne-stojici-lednicky/gorenje-nrk6192ac4,0.0,0.0,0.411764705882353,0.0045963719942834,-0.76,0.0,0.0,0.0,0.0,-0.4893617021276596,-0.6195079540335242,-0.56,0.0,0.0,-0.5064118462835239,-0.36,0.7142857142857143,0.7037037037037037,0.7,0.0,0,0,0,0,0,0,0,0.7297297297297297,0.0,0.6842105263157895,0.0,0.45,0.15,0.0,1
772,https://www.alza.cz/hobbypowerplus-powx0477-combi-d4425711.htm,https://www.mall.cz/vibracni-brusky/powerplus-powx0477-bruska-na-sadrokarton-710-w-combi-100019883607,0.0,0.0,0.1999999999999999,0.278028904260454,-0.88,0.0,0.0,0.0,0.0,-0.7931034482758621,-0.6035742919528648,-0.8,0.0,0.0,-0.0822826405970617,-0.4,-0.0769230769230769,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8,0.0,0.925925925925926,0.0,0.0,0.0,0.0,1
1325,https://www.alza.cz/lg-gsj960pzbz-d5444195.htm,https://www.mall.cz/americke-chladnicky/lg-gsl471icez,0.0,1.0,0.411764705882353,-0.0913783003370207,-0.76,0.0,0.0,-1.0,-1.0,-0.5897435897435898,-0.6859084415184346,-0.6,0.0,0.0,-0.3025668368100351,-0.6,0.0,0.7647058823529411,0.5238095238095238,0.7142857142857143,0,0,0,0,0,0,0,0.5882352941176471,0.0,0.7647058823529411,0.5,0.375,0.0833333333333333,0.0,0
1469,https://www.alza.cz/liebherr-cnel-4713-d6318100.htm,https://www.mall.cz/volne-stojici-lednicky/liebherr-cnel-4213,-1.0,0.0,-0.2380952380952381,-0.3386895710482624,-0.84,0.0,0.0,0.0,0.0,-0.6111111111111112,-0.6161137265090666,-0.56,0.0,0.0,-0.3826284541820989,-0.6,0.7647058823529411,0.8823529411764706,0.7391304347826086,0.0,0,0,0,0,0,0,0,0.9111111111111112,0.0,0.8620689655172413,0.0,0.3461538461538461,0.0384615384615384,0.0,0
1275,https://www.alza.cz/65-tcl-65p725-d6439354.htm,https://www.mall.cz/televizory/tcl-65p725,0.0,1.0,0.3333333333333332,0.6875648934051046,-0.92,0.0,0.0,-1.0,-1.0,-0.3155080213903743,-0.4797397617193724,-0.88,0.5,0.8571428571428571,-0.1755500204069459,-0.36,-1.8387096774193548,0.75,0.5555555555555556,0.6923076923076923,0,0,0,0,0,0,0,0.8157894736842105,0.0,0.7777777777777778,0.5,0.21875,0.0,0.0,1
986,https://www.alza.cz/hobbymove-lehky-bavlneny-zupan-s-waflovym-vzorem-piquee-cerveny-xxl-d6911802.htm,https://www.mall.cz/zupany-panske/move-m-lehky-bavlneny-zupan-s-waflovym-vzorem-piquee-cerveny-l-100017834910,0.0,0.0,0.7777777777777777,0.834227748374081,-0.64,0.0,0.0,0.0,0.0,-0.8297872340425532,-0.6625575744822094,-0.88,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0
999,https://www.alza.cz/hobby5dilny-barovy-set-plast-bily-279920-d6520891.htm,https://www.mall.cz/sety-nabytek/shumee-5dilny-barovy-set-sedy-100058178424,-1.0,0.0,0.0909090909090908,0.1010062468158494,-0.88,0.0,0.0,0.0,0.0,-0.8181818181818181,-0.2966666452538268,-0.92,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
450,https://www.alza.cz/jbl-club-one-d5782964.htm,https://www.mall.cz/bezdratova-sluchatka/jbl-club-700bt,0.0,1.0,0.1428571428571428,0.2764241452495652,-0.92,0.0,0.0,0.0,-1.0,-0.4285714285714286,-0.53152501347476,-0.4,0.7142857142857143,0.6,0.214796052800283,-0.3199999999999999,0.8787878787878788,0.8823529411764706,0.875,0.0,0,0,0,0,0,0,0,0.8571428571428571,0.0,0.92,0.3333333333333333,0.2777777777777778,0.0555555555555555,0.0,0
387,https://www.alza.cz/lenovo-legion-5-15ach6h?dq=6317890,https://www.mall.cz/notebooky/lenovo-legion-5-17ach6h-cerna-82jy001gck-100061550945,0.0,1.0,-0.3333333333333333,-0.3121764643709931,-0.88,0.0,0.0,-0.1999999999999999,0.0,-0.3978494623655914,-0.4049935161275264,-0.36,0.7142857142857143,0.0,-0.3342664034997228,-0.48,0.5714285714285714,0.8709677419354839,0.9473684210526316,0.7241379310344828,0,0,0,0,0,0,0,0.825,0.6,0.6716417910447762,0.5,0.0793650793650793,0.0158730158730158,0.0,0
1083,https://www.alza.cz/orion-brcko-napojove-nerez-18cm-4ks-vcetne-kartacku-d5628856.htm,https://www.mall.cz/napojova-brcka/koopman-set-4-ks-sklenenych-brcek-20-cm-s-cisticim-kartackem,0.0,0.0,0.1111111111111111,0.0307564568951022,-0.76,0.5,0.0,0.0,0.0,-0.6883116883116883,-0.468597575382316,-0.76,0.6,0.0,-0.4341766737640989,-0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8823529411764706,0.0,0.0,0.0,0.25,0.0,0.0,0
739,https://www.alza.cz/hobby5dilny-zahradni-jidelni-set-hnedy-3067727-d6678750.htm,https://www.mall.cz/sety-nabytek/shumee-5dilny-zahradni-jidelni-set-hnedy-100054179765,-1.0,0.0,0.6666666666666667,0.6412575625899146,-0.8,0.0,0.0,0.0,0.0,-0.6129032258064516,-0.7134088861999264,-0.64,0.0,0.0,-0.9552791101701332,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1666666666666666,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0
540,https://www.alza.cz/sony-mdr-zx310-cerna-d1481418.htm,https://www.mall.cz/dratova-sluchatka/sony-mdr-zx110apb-black,0.0,0.0,-0.5,-0.2983439901835705,-0.92,0.0,0.0,0.0,0.0,-0.7014925373134329,-0.8394744554934908,-0.8,0.75,0.0,-0.7831178711913175,-0.88,0.6,0.7777777777777778,0.6,0.0,0,0,0,0,0,0,0,0.6428571428571429,0.0,0.8,0.0,0.4,0.2666666666666666,0.0,0
1368,https://www.alza.cz/concept-la7791ss-d5673288.htm,https://www.mall.cz/americke-chladnicky/concept-la7791wh,0.0,0.0,-0.6666666666666667,-0.6632521021124717,-0.96,0.0,0.0,0.0,0.0,-0.6521739130434783,-0.7641597349777569,-0.6799999999999999,0.0,0.0,0.0506537783419187,-0.16,0.7,0.7777777777777778,0.6521739130434783,0.0,0,0,0,0,0,0,0,0.6595744680851063,0.0,0.7142857142857143,0.0,0.3636363636363636,0.0454545454545454,0.0,0
162,https://www.alza.cz/petwellcan-gold-puppy-maxi-chicken-and-rice-15kg-d6552711.htm,https://www.mall.cz/granule-psi/wellcan-gold-puppy-maxi-27-16-15kg-chicken-and-rice-kureci-maso-a-ryze-100022274363,0.0,0.0,0.3999999999999999,0.5324810645851021,-0.64,0.0,0.0,0.0,0.0,-0.5102040816326531,-0.6000817705228845,-0.76,0.0,0.3333333333333333,0.3980449859207577,0.1200000000000001,-0.0285714285714285,0.4411764705882353,0.3333333333333333,0.0,0,0,0,0,0,0,0,0.238095238095238,0.0,0.5121951219512195,0.0,0.1176470588235294,0.0,8.25,1
187,https://www.alza.cz/petzolux-zavesna-koule-seda-d6444236.htm,https://www.mall.cz/klece-hlodavci/zolux-krmitko-pro-hlodavce-zavesne-koule-seda-100048453615,0.0,0.0,0.4545454545454546,0.445314825679109,-0.84,0.0,0.0,0.0,0.0,-0.5,-0.5531556225287859,-0.88,0.0,0.0,-0.3112920495966877,-0.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.3125,1
900,https://www.alza.cz/steba-sacky-do-vakuovacky-93-40-00-d2169184.htm,https://www.mall.cz/prislusenstvi-vakuovacky/steba-93-24-00?src=sug&s=Steba%20Sáčky%20do%20vakuovačky%2093-24-00,0.0,0.0,0.5384615384615385,0.4618675497668807,-0.8,0.0,0.0,0.0,0.0,-0.2941176470588235,-0.3804425809540093,-0.6799999999999999,0.0,0.6,0.1761427858579274,-0.0799999999999999,0.5,0.7142857142857143,0.0,0.0,0,0,0,0,0,0,0,0.4,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,1
1263,https://www.alza.cz/75-samsung-qe75q950ts-d5791496.htm,https://www.mall.cz/televizory/samsung-qe75qn900at,0.0,1.0,-0.3333333333333333,-0.6417642546960631,-0.96,0.0,0.0,-1.0,-1.0,-0.1172413793103448,-0.4158522668605741,-0.56,0.1428571428571428,0.75,-0.2674205011677916,-0.52,-2.5294117647058822,0.7647058823529411,0.6571428571428571,0.7391304347826086,0,0,0,0,0,0,0,0.8701298701298701,0.0,0.6923076923076923,0.5555555555555556,0.21875,0.03125,0.0,0
802,https://www.alza.cz/hobbybosch-advancedaquatak-160-d4744998.htm,https://www.mall.cz/tlakove-mycky/bosch-advancedaquatak-160,-1.0,0.0,0.3333333333333332,0.275211369057349,-0.88,0.0,0.3333333333333333,-1.0,0.0,-0.2592592592592593,-0.0598106267182593,-0.52,0.6,0.0,-0.3332641247510585,-0.48,0.5714285714285714,0.0,0.5,0.0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.8888888888888888,0.0,0.1,0.1,0.0,1
179,https://www.alza.cz/petstefanplast-sprint-20-hygienicke-sacky-do-kocici-toalety-d6552960.htm,https://www.mall.cz/toalety-kocky/stefanplast-hygienicke-sacky-do-toalety-sprint-10-100022271759,0.0,0.0,0.6000000000000001,0.6940577464089155,-0.76,0.0,0.0,0.0,0.0,-0.2941176470588235,-0.0830880241276912,-0.88,0.0,0.0,0.6335259031009426,-0.76,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1875,0
615,https://www.alza.cz/panasonic-rp-hje125e-y-d601831.htm,https://www.mall.cz/dratova-sluchatka/panasonic-rp-hje125e-y-yellow,0.0,1.0,0.4545454545454546,0.4956906154711298,-0.84,0.0,0.0,-1.0,-1.0,-0.7435897435897436,-0.6878703173325087,-0.72,0.75,0.0,-0.637465604635818,-0.6,0.2,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.8181818181818182,0.5,0.0,0.0,0.0,1
1059,https://www.alza.cz/hobbyosuska-modal-soft-100-x-150-cm-d6726089.htm,https://www.mall.cz/osusky-rucniky/osuska-modal-soft-hneda-100022191527?src=sug&s=SCANquilt%20osu%C5%A1ka%20MODAL%20SOFT%20hn%C4%9Bd%C3%A1%20150%20x%20100,0.0,0.0,1.0,1.0,-0.8,0.0,0.0,0.0,0.0,-0.7142857142857143,-0.5605405098258126,-0.84,0.3333333333333333,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1
1305,https://www.alza.cz/75-lg-75nano75p-d6409475.htm,https://www.mall.cz/televizory/lg-75nano81p,0.0,1.0,-0.3333333333333333,-0.6163312661729063,-0.96,0.0,0.0,-1.0,1.0,-0.0354609929078014,-0.1409551343510767,-0.48,0.5,0.7142857142857143,-0.5286108482760712,-0.56,-1.6363636363636365,0.7391304347826086,0.7222222222222222,0.68,0,0,0,0,0,0,0,0.8805970149253731,0.0,0.8545454545454545,0.3333333333333333,0.2058823529411764,0.0,0.0,0
881,https://www.alza.cz/delica-ag-caffe-edice-italiana-ristretto-d5654065.htm,https://www.mall.cz/potraviny-napoje-napoje/cremesso-caffee-honduras-la-laguna-lim-edice-kapsle-16ks,0.0,0.0,-0.7142857142857143,-0.7352452068333188,-0.96,0.0,0.0,0.0,0.0,-0.9047619047619048,-0.6493153089925474,-0.96,0.0,0.0,-0.3301556805523152,-0.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0
1017,https://www.alza.cz/hobbymasazni-polohovaci-kreslo-svetle-sede-textil-d6744034.htm,https://www.mall.cz/kresla-usak/greatstore-masazni-polohovaci-kreslo-svetle-sede-textil-100067244815,0.0,0.0,0.8461538461538463,0.8221833417115305,-0.76,0.0,0.0,0.0,0.0,-0.8,0.1664258523715758,-0.92,0.0,0.0,-0.0227433636487912,-0.6,0.7142857142857143,0.8461538461538461,0.0,0.0,0,0,0,0,0,0,0,0.6363636363636364,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0
1479,https://www.alza.cz/electrolux-lnc7me32x2-d6129115.htm,https://www.mall.cz/volne-stojici-lednicky/electrolux-lnc7me32x2,0.0,0.0,0.1999999999999999,0.1279743718653092,-0.76,0.0,0.0,-1.0,0.0,-0.6734693877551021,-0.7935825872888282,-0.72,0.0,0.0,-0.2817633856996145,-0.4,0.0,0.75,0.5,0.0,0,0,0,0,0,0,0,0.6571428571428571,0.0,0.7272727272727273,0.0,0.3809523809523809,0.0952380952380952,0.0,1
65,https://www.alza.cz/umidigi-bison?dq=6635656,https://www.mall.cz/mobilni-telefony/webhiddenbrand-umidigi-bison-x10-4-64gb-6150-mah-100073955506,0.0,0.0,-0.6,-0.1399121647352313,-0.92,0.0,0.0,-1.0,0.0,-0.4666666666666667,-0.6886975606203658,-0.56,0.0,0.0,-0.3590262151585692,-0.56,0.0,0.0,0.9661016949152542,0.9375,0,0,0,0,0,0,0,0.927927927927928,0.0,0.8529411764705882,0.0,0.2272727272727272,0.0454545454545454,46.5,0
288,https://www.alza.cz/sportferrino-triolet-48-5-2021-blue-black-d6414683.htm,https://www.mall.cz/damske-znackove-tasky-kabelky/ferrino-triolet-43-5-lady-ice-100018241060?src=sug&s=Ferrino%20Triolet%20,-1.0,0.0,-0.0769230769230768,-0.2039257333395522,-0.88,0.0,0.5,0.0,0.0,-0.5384615384615384,-0.6778983726431804,-0.64,0.0,0.0,-0.560632817575434,-0.88,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0
470,https://www.alza.cz/genius-hs-200c-d297884.htm,https://www.mall.cz/sluchatka/genius-headset-hs-300n-skladaci-100075309757,0.0,0.0,-0.2727272727272727,-0.3385913892125944,-0.92,0.0,0.0,0.0,0.0,-0.6153846153846154,-0.7480642295070914,-0.72,0.0,0.0,-0.1205200482672947,-0.52,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0
