id1,id2,name1,name2,match_type,match,predicted_match1,predicted_match2,predicted_match3,predicted_match_merged
https://www.alza.cz/hobbyumela-trava-1-33-x-5-m-40-mm-zelena-d6556419.htm,https://www.mall.cz/umele-kvetiny-stromky/shumee-umela-trava-1-x-5-m-40-mm-zelena-100048509182,"Umělá tráva 1,33 x 5 m / 40 mm zelená",shumee Umělá tráva 1 x 5 m / 40 mm zelená,close_nonmatch,0,0,0,0,0
https://www.alza.cz/intezze-cliq-black-d6658541.htm,https://www.mall.cz/true-wireless-sluchatka/intezze-cliq-cerna,Intezze CLIQ black,"Intezze CLIQ, černá",match,1,1,1,1,1
https://www.alza.cz/xbox-one-stereo-headset-d2121310.htm,https://www.mall.cz/herni-prislusenstvi/microsoft-xbox-stereo-headset-8li-00002,Xbox One Stereo Headset,Microsoft Xbox Stereo Headset (8LI-00002),close_nonmatch,0,1,1,1,1
https://www.alza.cz/petmonge-special-dog-excellence-fresh-pate-a-kousky-kure-150g-d6552827.htm,https://www.mall.cz/konzervy-psy/monge-special-dog-excellence-fresh-pate-a-kousky-jehne-150g-vanicka-100022270955,Monge Special Dog Excellence Fresh Paté a kousky kuře 150g,Monge SPECIAL DOG EXCELLENCE FRESH Paté a kousky jehně 150g vanička,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbytotal-tools-kamenne-kladivo-americky-typ-1000g-d6621963.htm,https://www.mall.cz/ostatni-rucni-naradi/total-tools-kamenne-kladivo-americky-typ-2000g-100026424062,"TOTAL-TOOLS Kamenné kladivo, americký typ, 1000g","Total Kamenné kladivo, americký typ, 2000g",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbyravak-rs-022-00-150-vanova-nastenna-baterie-150-mm-d6377472.htm,https://www.mall.cz/vodovodni-baterie/ravak-rs-022-00-150-vanova-nastenna-150-mm-100002384701,RAVAK RS 022.00/150 Vanová nástěnná baterie 150 mm,Ravak RS 022.00/150 Vanová nástěnná 150 mm,match,1,1,1,1,1
https://www.alza.cz/petpro-plan-large-adult-robust-optibalance-kure-14-kg-d5593165.htm,https://www.mall.cz/granule-psi/purina-pro-plan-adult-large-robust-optiderma-losos-14-kg,Pro Plan large adult robust optibalance kuře 14 kg,Purina Pro Plan Adult large robust OPTIDERMA losos 14 kg,close_nonmatch,0,0,0,0,0
https://www.alza.cz/meliconi-hp-digital-d6097950.htm,https://www.mall.cz/sluchatka/meliconi-hp-digital-cerna,Meliconi HP DIGITAL,"Meliconi HP DIGITAL, černá",match,1,1,1,1,1
https://www.alza.cz/romo-rce378a-d6225995.htm,https://www.mall.cz/volne-stojici-lednicky/romo-rca378a,"ROMO RCE378A+
- 4 roky záruka po registraci",Romo lednice s mrazákem RCA378A++,match,1,0,0,0,0
https://www.alza.cz/miele-kfn29162d-ws-d6345116.htm,https://www.mall.cz/volne-stojici-lednicky/miele-kfn-29162-d-nerez-series-120,MIELE KFN 29162 D ws Series 120,Miele KFN 29162 D nerez Series 120,medium_nonmatch,0,1,0,0,0
https://www.alza.cz/dell-xps-13-9380?dq=6907914,https://www.mall.cz/notebooky/dell-xps-13-9305-stribrna-9305-82845-100072548569?tab=parameters,Dell XPS 13 (9305) Silver,"DELL XPS 13 (9305), stříbrná (9305-82845)",close_nonmatch,0,1,1,1,1
https://www.alza.cz/happy-plugs-hope-black-d6846057.htm,https://www.mall.cz/true-wireless-sluchatka/happyplugs-air-1-plus-in-ear-cerna,Happy Plugs Hope Black,"Happy Plugs Air 1 Plus In-Ear, černá",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/sporthusky-salmon-35-zeleny-d4193740.htm,https://www.mall.cz/damske-znackove-tasky-kabelky/husky-salmon-30-zeleny-100071654262,Husky Salmon 30 zelený,Husky SALMON 30 zelený,match,1,1,1,1,1
https://www.alza.cz/hobbykonferencni-stolek-vyrezavana-dvirka-90x55x36cm-hruby-mangovnik-d6512466.htm,https://www.mall.cz/stoly/shumee-konferencni-stolek-100-x-55-x-40-cm-hrube-mangovnikove-drevo-100058278083,Konferenční stolek vyřezávaná dvířka 90x55x36cm hrubý mangovník,shumee Konferenční stolek 100 x 55 x 40 cm hrubé mangovníkové dřevo,close_nonmatch,0,0,0,0,0
https://www.alza.cz/50-hisense-50a7100f-d5876140.htm,https://www.mall.cz/televizory/hisense-50a7100f,"50"" Hisense 50A7100F",Hisense 50A7100F,match,1,1,1,1,1
https://www.alza.cz/asus-vivobook-s14-s433ea-eb1155t-dreamy-white-celokovovy-d6674136.htm,https://www.mall.cz/notebooky/asus-vivobook-s14-s433ea-eb1108t,ASUS VivoBook S14 S433EA-EB1155T Dreamy White celokovový,Asus Vivobook S14 (S433EA-EB1108T),close_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbybarove-stolicky-2-ks-oranzove-umela-kuze-d6503277.htm,https://www.mall.cz/nabytek-jidelny/shumee-barove-stolicky-2-ks-oranzove-umela-kuze-100058282253,Barové stoličky 2 ks oranžové umělá kůže,shumee Barové stoličky 2 ks oranžové umělá kůže,medium_nonmatch,0,1,1,1,1
https://www.alza.cz/nokia-5-4-fialova-d6333193.htm,https://www.mall.cz/mobilni-telefony/nokia-g50-4gb-128gb-ocean-blue,Nokia 5.4 128GB fialová,"Nokia G50, 4GB/128GB, Ocean Blue + antivirová ochrana ZDARMA!",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/77-lg-oled77g1-d6409485.htm,https://www.mall.cz/televizory/lg-oled77b1,"77"" LG OLED77G1",LG OLED77B1,close_nonmatch,0,0,0,0,0
https://www.alza.cz/55-panasonic-tx-55jx940e-d6490279.htm,https://www.mall.cz/televizory/panasonic-tx-55jx940e,"55"" Panasonic TX-55JX940E",Panasonic TX-55JX940E,match,1,1,1,1,1
https://www.alza.cz/hobby10dilna-zahradni-souprava-s-poduskami-impregnovana-borovice-3065254-d6758843.htm,https://www.mall.cz/sety-nabytek/shumee-10dilna-zahradni-souprava-s-poduskami-impregnovana-borovice-100059775528,10dílná zahradní souprava s poduškami impregnovaná borovice 3065254,shumee 10dílná zahradní souprava s poduškami impregnovaná borovice,medium_nonmatch,0,1,1,1,1
https://www.alza.cz/hobbystanley-zamecnicke-kladivo-din1041-200g-d4382641.htm,https://www.mall.cz/ostatni-rucni-naradi/stanley-kladivo-zamecnicke-800g-1-51-178-100012755748,Stanley Zámečnické kladivo DIN1041 200g,Stanley Kladivo zámečnické 800g 1-51-178,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/50-hisense-50a7100f-d5876140.htm,https://www.mall.cz/televizory/hisense-55a7100f,"50"" Hisense 50A7100F",Hisense 55A7100F,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/honor-magic-earbuds-bila-d5813421.htm,https://www.mall.cz/true-wireless-sluchatka/honor-choice,Honor Magic Earbuds bílá,Honor Choice,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/kluge-koi4020blg-d6270900.htm,https://www.mall.cz/kominove-odsavace/kluge-odsavac-ostruvkovy-koi9211blg-4-roky-zaruka-po-registraci-100039534209?src=sug&s=Kluge%20ODSAVAČ%20OSTRŮVKOVÝ,"KLUGE KOI4020BLG
- 4 roky záruka po registraci",Kluge ODSAVAČ OSTRŮVKOVÝ KOI9211BLG + 4 roky záruka po registraci,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/lenovo-v15-iil-iron-grey-d5781513.htm,https://www.mall.cz/notebooky/lenovo-v15-iil-82c500j4ck,Lenovo V15-IIL Iron Grey,Lenovo V15-IIL (82C500J4CK),close_nonmatch,0,1,1,1,1
https://www.alza.cz/hobbykonferencni-stolek-vyrezavana-dvirka-90x55x36cm-hruby-mangovnik-d6512466.htm,https://www.mall.cz/stoly/greatstore-nocni-stolek-s-vyrezavanymi-dvirky-40x30x50-cm-hruby-mangovnik-100068931568,Konferenční stolek vyřezávaná dvířka 90x55x36cm hrubý mangovník,Greatstore Noční stolek s vyřezávanými dvířky 40x30x50 cm hrubý mangovník,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/75-samsung-qe75q60a-d6366882.htm,https://www.mall.cz/televizory/samsung-qe75q60a,"75"" Samsung QE75Q60A",Samsung QE75Q60A,match,1,1,1,1,1
https://www.alza.cz/aladdin-mocca-thermavac-leak-lock-vakuovy-termohrnek-350ml-cerna-d5861637.htm,https://www.mall.cz/termohrnky/aladdin-urban-thermavactm-termohrnek-350-ml-satin-black-100066920330,"Aladdin Vakuový termohrnek 350ml Mocca Thermavac Leak-Lock™, černá",Aladdin Urban Thermavac™ termohrnek 350 ml Satin Black,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/remoska-d52f10-4l-dua-glass-d6743429.htm,https://www.mall.cz/elektricke-panve/remoska-elektricka-panev-d52f10-4l,REMOSKA D52F/10 4l Dua Glass,Remoska elektrická pánev D52F/10 4l DUA GLASS,match,1,0,1,0,0
https://www.alza.cz/75-samsung-qe75q60a-d6366882.htm,https://www.mall.cz/televizory/samsung-qe75q70a,"75"" Samsung QE75Q60A",Samsung QE75Q70A,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/65-lg-65up8100-d6409470.htm,https://www.mall.cz/televizory/lg-65up7500,"65"" LG 65UP8100",LG 65UP7500,medium_nonmatch,0,0,0,1,0
https://www.alza.cz/maxcom-mm720-d4626427.htm,https://www.mall.cz/mobilni-telefony/maxcom-mm144,Maxcom MM720,MaxCom MM144,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/43-chiq-u43h7lx-d6740806.htm,https://www.mall.cz/televizory/chiq-u43h7sx,"43"" CHiQ U43H7LX",CHiQ U43H7SX,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/75-samsung-qe75ls03a-d6366880.htm,https://www.mall.cz/televizory/samsung-the-frame-qe75ls03a-hnedy-ramecek,"75"" Samsung The Frame QE75LS03A",Samsung The Frame QE75LS03A + hnědý rámeček zdarma,medium_nonmatch,0,0,1,0,0
https://www.alza.cz/gorenje-nrk6192axl4-d6454045.htm,https://www.mall.cz/volne-stojici-lednicky/gorenje-nrk6192axl4-100043781859,"GORENJE NRK6192AXL4
+ 15 let záruka na kompresor po registraci",Gorenje NRK6192AXL4,match,1,1,0,0,0
https://www.alza.cz/liebherr-kbbs-4374-d6469000.htm,https://www.mall.cz/volne-stojici-lednicky/liebherr-ctpel-251,"LIEBHERR KBbs 4374
+ 10 let záruka na kompresor po registraci + 3 roky servisu po registraci",Liebherr kombinovaná chladnička CTPel 251,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/65-sony-bravia-xr-65x93j-d6364487.htm,https://www.mall.cz/televizory/sony-xr-55x93j,"65"" Sony Bravia XR-65X93J",Sony XR-55X93J,close_nonmatch,0,0,0,0,0
https://www.alza.cz/acer-swift-3-sf313-53?dq=6503900,https://www.mall.cz/notebooky/acer-swift-3-nxablec002,Acer Swift 3 Pure Silver celokovový,Acer Swift 3 (NX.ABLEC.002),match,1,1,0,0,0
https://www.alza.cz/65-hisense-65u8gq-d6511266.htm,https://www.mall.cz/televizory/hisense-65u7qf,"65"" Hisense 65U8GQ",Hisense 65U7QF,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/haylou-moripods-tws-pink-d6742911.htm,https://www.mall.cz/sluchatka/haylou-tws-moripods-bezdratova-sluchatka-white-100069130050,Haylou MoriPods TWS Pink,HAYLOU TWS Moripods Bezdrátová Sluchátka White,match,1,0,0,0,0
https://www.alza.cz/gorenje-bm251s4xg-d6804007.htm,https://www.mall.cz/vestavne-mikrovlnne-trouby/gorenje-bm235clb,GORENJE BM251S4XG,Gorenje vestavná mikrovlnná trouba BM235CLB,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/petwellcan-gold-puppy-maxi-chicken-and-rice-15kg-d6552711.htm,https://www.mall.cz/granule-psi/wellcan-gold-puppy-mini-30-19-15kg-chicken-and-rice-kureci-maso-a-ryze-100022270229,WellCan Gold Puppy Maxi Chicken and Rice 15kg,Wellcan Gold PUPPY MINI 30/19 15kg Chicken and Rice kuřecí maso a rýže,close_nonmatch,0,0,0,0,0
https://www.alza.cz/sony-mdr-zx310-cerna-d1481418.htm,https://www.mall.cz/dratova-sluchatka/sony-mdr-zx310b-black,Sony MDR-ZX310 černá,Sony MDR-ZX310B sluchátka (Black),match,1,1,1,1,1
https://www.alza.cz/gogen-tws-crew-p-ruzova-d6752568.htm,https://www.mall.cz/true-wireless-sluchatka/gogen-tws-crew-svetle-ruzova,Gogen TWS CREW P růžová,"GoGEN TWS CREW, světle růžová",match,1,1,1,1,1
https://www.alza.cz/philips-hue-bloom-v2-bila-d5878430.htm,https://www.mall.cz/jidelna-svitidla/philips-hue-bloom-bluetooth-lampa-led-rgb-71w-500lm-2000-6500k-cerna,Philips Hue Bloom v2 Bílá,"Philips HUE Bloom Bluetooth LAMPA LED RGB 7,1W 500lm, 2000-6500K, černá",close_nonmatch,0,0,0,0,0
https://www.alza.cz/alcatel-1066g-black-d5248497.htm,https://www.mall.cz/mobilni-telefony/alcatel-1066g-black,Alcatel 1066G Black,Alcatel 1066G Black,match,1,1,1,1,1
https://www.alza.cz/hobbybavlneny-prehoz-s-pruhy-160-210-cm-ruzovo-bily-d6719182.htm,https://www.mall.cz/prikryvky-periny/greatstore-bavlneny-prehoz-s-pruhy-160-x-210-cm-ruzovo-bily-100073297510,Bavlněná deka s pruhy 160 × 210 cm růžovo-bílá,Greatstore Bavlněný přehoz s pruhy 160 x 210 cm růžovo-bílý,match,1,1,1,1,1
https://www.alza.cz/lg-gsj960pzbz-d5444195.htm,https://www.mall.cz/americke-chladnicky/lg-gsl960pzbz,"LG GSJ960PZBZ
+ 10 let záruka na kompresor",LG americká lednička GSL960PZBZ + 10 let záruka na kompresor,match,1,1,1,1,1
https://www.alza.cz/huawei-freebuds-4i-carbon-black-d6386583.htm,https://www.mall.cz/true-wireless-sluchatka/huawei-bluetooth-sluchatka-freebuds-lite-cerne-55030712,Huawei FreeBuds 4i Carbon Black,Huawei Bluetooth sluchátka FreeBuds Lite černé 55030712,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/75-lg-75nano96p-d6409482.htm,https://www.mall.cz/televizory/lg-75nano92p,"75"" LG 75NANO96P",LG 75NANO92P,close_nonmatch,0,0,0,0,0
https://www.alza.cz/dell-latitude-3580?dq=6403730,https://www.mall.cz/notebooky/dell-latitude-14-5420-35d90?src=sug&s=dell%20latitude%2030000,Dell Latitude 5520,DELL Latitude 14 5420 (35D90),medium_nonmatch,0,0,0,0,0
https://www.alza.cz/beko-csa270k30xpn-d5854413.htm,https://www.mall.cz/volne-stojici-lednicky/beko-csa270m31wn?src=sug&s=beko%20lednice%20csa,BEKO CSA270K30XPN,Beko lednice s mrazákem CSA270M31WN,close_nonmatch,0,0,0,0,0
https://www.alza.cz/77-sony-bravia-xr-77a83j-d6364490.htm,https://www.mall.cz/televizory/sony-xr-65a90j,"77"" Sony Bravia OLED XR-77A83J",Sony XR-65A90J,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/crystal-bohemia-misa-na-noze-samurai-290mm-d6702073.htm,https://www.mall.cz/tacy-podnosy/bohemia-crystal-bohemia-crystal-misa-na-noze-ikaros-265mm-100050422555,Crystal Bohemia mísa na noze Samurai 290mm,Bohemia Crystal Bohemia Crystal Mísa na noze Ikaros 265mm,close_nonmatch,0,0,0,0,0
https://www.alza.cz/aeg-mastery-flexishelf-sce818d3fs-d6744322.htm,https://www.mall.cz/vestavne-lednicky/aeg-mastery-flexishelf-sce818d3fs,"AEG Mastery FlexiShelf SCE818D3FS
- 10 let záruka na motor po registraci",AEG vestavná kombinovaná chladnička Mastery FlexiShelf SCE818D3FS,match,1,1,1,1,1
https://www.alza.cz/hobbyshumee-vyvyseny-zahon-196-x-50-x-50-cm-impregnovana-borovice-d6484931.htm,https://www.mall.cz/truhliky/shumee-vyvyseny-zahon-196-x-50-x-100-cm-impregnovana-borovice-100018578578,Vyvýšený záhon 196 x 50 x 50 cm impregnovaná borovice,shumee Vyvýšený záhon 196 x 50 x 100 cm impregnovaná borovice,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/55-samsung-qe55qn85a-d6366911.htm,https://www.mall.cz/televizory/samsung-qe55q80a,"55"" Samsung QE55QN85A",Samsung QE55Q80A,close_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbyprosperplast-sandy-vklad-sedy-kamen-29-7-cm-d6455917.htm,https://www.mall.cz/kvetinace/prosperplast-kvetinac-sandy-100051277334,"Prosperplast SANDY + vklad šedý kámen 29,7 cm",Prosperplast Květináč SANDY,close_nonmatch,0,0,0,0,0
https://www.alza.cz/philco-phta-4010-topinkovac-d6134682.htm,https://www.mall.cz/topinkovace/philco-phta-4006,PHILCO PHTA 4010 TOPINKOVAČ,Philco PHTA 4006,close_nonmatch,0,0,0,0,0
https://www.alza.cz/55-lg-55up7500-d6409458.htm,https://www.mall.cz/televizory/lg-55up7500,"55"" LG 55UP7500",LG 55UP7500,match,1,1,1,1,1
https://www.alza.cz/microsoft-surface-earbuds-d5843503.htm,https://www.mall.cz/sluchatka/microsoft-modern-wireless-headset-for-business,"Microsoft Surface Earbuds, Graphite",Microsoft Modern Wireless Headset for Business,medium_nonmatch,0,0,0,0,0
https://www.alza.cz/fujitsu-lifebook-u9310?dq=6750130,https://www.mall.cz/notebooky/fujitsu-lifebook-u9310-cerna-vfy-u9310m451fcz-100059247084,Fujitsu LIFEBOOK U9311A,"Fujitsu LifeBook U9310, černá (VFY:U9310M451FCZ)",close_nonmatch,0,0,0,0,0
https://www.alza.cz/acer-aspire-5?dq=6229594?dq=6805011,https://www.mall.cz/notebooky/acer-aspire-7-nhq99ec002,Acer Aspire 5 Pure Silver + Charcoal Black kovový,Acer Aspire 7 (NH.Q99EC.002),medium_nonmatch,0,0,0,0,0
https://www.alza.cz/sportdakine-infinity-pack-21l-darkolive-d6656722.htm,https://www.mall.cz/batohy/dakine-infinity-pack-lt-22l-minidsbrly-10002623-s20-infinity-pack-lt-22l-minidsbrly-100021930795,Dakine Infinity Pack 21L Darkolive,"Dakine INFINITY PACK LT 22L | MINIDSBRLY, 10002623-S20 | INFINITY PACK LT 22L | MINIDSBRLY",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/petversele-laga-crock-complete-chicken-s-kurecim-masem-50-g-d6562366.htm,https://www.mall.cz/krmivo-hlodavci/pochoutka-versele-laga-crock-complete-bylinky-50g-100053124870,Versele Laga Crock Complete Chicken s kuřecím masem 50 g,Pochoutka VERSELE-LAGA Crock Complete bylinky (50g),medium_nonmatch,0,0,0,0,0
https://www.alza.cz/fujitsu-lifebook-u9310?dq=6750130,https://www.mall.cz/notebooky/fujitsu-lifebook-u7411-cerna-vfy-u7411mf7arcz-100059247182,Fujitsu LIFEBOOK U9311A,"Fujitsu Lifebook U7411, černá (VFY:U7411MF7ARCZ)",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/logitech-g733-league-of-legends-edition-d6369302.htm,https://www.mall.cz/herni-prislusenstvi/logitech-g733-lightspeed-k-da-981-000990-100059250090,Logitech G733 K/DA edice,"Logitech G733 Lightspeed, K/DA (981-000990)",match,1,1,1,1,1
https://www.alza.cz/dell-latitude-7390?dq=6638386,https://www.mall.cz/notebooky/dell-latitude-15-5521-seda-5vrmd-100061551616,Dell Latitude 7320 Touch,"DELL Latitude 15 (5521), šedá (5VRMD)",medium_nonmatch,0,0,1,0,0
https://www.alza.cz/32-strong-srt32hc2003-d6462279.htm,https://www.mall.cz/televizory/strong-srt-32hc2003,"32"" STRONG SRT32HC2003",STRONG SRT 32HC2003,match,1,1,0,1,1
https://www.alza.cz/petroyal-canin-medium-puppy-15-kg-d5637269.htm,https://www.mall.cz/granule-psi/royal-canin-canine-medium-puppy-15-kg-100053120028,Royal Canin Medium Puppy 15 kg,Royal Canin - Canine Medium Puppy 15 kg,close_nonmatch,0,1,0,0,0
https://www.alza.cz/55-panasonic-tx-55jx940e-d6490279.htm,https://www.mall.cz/televizory/panasonic-tx-49jx940e,"55"" Panasonic TX-55JX940E",Panasonic TX-49JX940E,close_nonmatch,0,0,0,0,0
https://www.alza.cz/vivo-y52-5g?dq=6632393,https://www.mall.cz/vivo-y70/vivo-y70-8gb128gb-blue-oxygen,Vivo Y52 5G 4+128GB modrá,"VIVO Y70, 8GB/128GB, Blue Oxygen + antivirová ochrana ZDARMA!",close_nonmatch,0,0,0,0,0
https://www.alza.cz/rabalux-levi-2569-d5003581.htm,https://www.mall.cz/vnitrni-osvetleni/rabalux-rabalux-zavesne-svitidlo-levi-e27-1x-max-60w-cerna-2567-100055678660,RABALUX Levi 2569,Rabalux Rabalux závěsné svítidlo Levi E27 1x MAX 60W černá 2567,close_nonmatch,0,0,0,0,0
https://www.alza.cz/gorenje-nrk61daxl4-d6796425.htm,https://www.mall.cz/volne-stojici-lednicky/gorenje-nrk6202ebxl4,GORENJE NRK61DAXL4,Gorenje chladnička NRK6202EBXL4 + 15 let záruka na kompresor,medium_nonmatch,0,1,0,0,0
https://www.alza.cz/hobbyzatahovaci-bocni-markyza-zastena-na-terasu-100-x-500-cm-modra-d6490722.htm,https://www.mall.cz/markyzy/shumee-zatahovaci-bocni-markyza-zastena-na-terasu-120-x-500-cm-modra-100019879720,Zatahovací boční markýza/zástěna na terasu 100 x 500 cm modrá,shumee Zatahovací boční markýza/zástěna na terasu 120 x 500 cm modrá,close_nonmatch,0,0,0,1,0
https://www.alza.cz/aligator-figi-g6?dq=6789938,https://www.mall.cz/mobilni-telefony/aligator-figi-note-1c-3gb-32gb-sky-blue,Aligator Figi G6 gradientní fialová,"Aligator FIGI NOTE 1C, 3GB/32GB, Sky Blue",medium_nonmatch,0,0,0,1,0
https://www.alza.cz/happy-plugs-air-1-go-nude-d5856436.htm,https://www.mall.cz/true-wireless-sluchatka/happyplugs-air-1-go-bezova,Happy Plugs Air 1 Go Nude,"Happy Plugs Air 1 Go, béžová",match,1,1,0,1,1
