id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,match
3232,7232,0.0,0.0,-0.7142857142857143,-0.8266878076479862,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1310,5310,0.0,0.0,-0.3846153846153846,-0.38973596673829636,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.22865988082572686,-0.6,0.0,0.8235294117647058,0,0,0,0,0,0,0,0.0,0.0,0.8095238095238095,0.0,0,0,0
3931,7931,0.0,0.0,-1.0,-0.08623679775739168,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2910,6910,0.0,-1.0,-0.26530612244897955,-0.5308892482970847,-0.64,0.0,0.8,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7923536921891114,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8636363636363636,0.0,0,0,0
3079,7079,0.0,0.0,-0.6363636363636364,-0.6263003664467943,-0.92,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.9042343169127494,-0.92,0.0,0.8571428571428571,0,0,0,0,0,0,0,0.0,0.0,0.875,0.0,0,0,0
2006,6006,-1.0,0.0,-0.368421052631579,-0.12364353909636461,-0.88,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.4815074859046663,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3096,7096,0.0,0.0,-0.05882352941176472,0.18928041465798962,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.1455291052593335,-0.43999999999999995,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2009,6009,0.0,0.0,-0.4545454545454546,-0.5136958186263859,-0.88,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7504401908032746,-0.64,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.0,0.0,0.75,0.0,0,0,0
3319,7319,0.0,0.0,-1.0,-0.8137587670466973,-0.96,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.9021862657444227,-0.84,0.0,0.0,-0.791886761429569,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3087,7087,0.0,0.0,-0.5294117647058824,-0.666149685912643,-0.92,0.0,0.0,0.0,0.0,-0.8350515463917526,-0.9332114522974111,-0.96,0.0,0.0,-0.9494176145143542,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.9047619047619048,0.0,0.0,0.0,0,0,0
1180,5180,0.0,0.0,-0.19999999999999996,-0.38231763986778133,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.9281150878286304,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0,0,0
2688,6688,0.0,0.0,0.33333333333333326,0.34216419684443977,-0.4,0.0,0.25,-1.0,0.0,-0.7752808988764045,-0.5435961669414343,-0.84,0.0,0.0,-0.21168207482329515,-0.56,0.0,0.7543859649122807,0,0,0,0,0,0,0,0.8461538461538461,0.0,0.7647058823529411,0.0,0,0,1
1492,5492,0.0,0.0,-0.06666666666666665,-0.2925338107255392,-0.72,0.0,0.0,0.0,0.0,-0.7272727272727273,-0.6268976952613637,-0.88,0.0,0.0,-0.4843028178768921,-0.6799999999999999,0.8181818181818182,0.5714285714285714,0,0,0,0,0,0,0,0.8666666666666667,0.0,0.6666666666666666,0.0,0,0,0
1590,5590,1.0,0.0,1.0,0.9242084183591139,-0.52,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.3311297280712262,-0.52,0.0,0.8181818181818182,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.75,0.0,0,0,1
4115,8115,0.0,0.0,-1.0,-0.6960999659733755,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.9742221982222763,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8823529411764706,0.0,0,0,0
3251,7251,-1.0,0.0,-0.8181818181818181,-0.8901198812229367,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7452705324087888,-0.56,0.0,0.6,0,0,0,0,0,0,0,0.0,0.0,0.7647058823529411,0.0,0,0,0
1584,5584,0.0,0.0,-0.6,-0.5474893152583131,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8941014975548239,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
3639,7639,0.0,-1.0,-0.5,-0.29147613937275196,-0.92,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8739822456626322,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.8461538461538461,0.0,0,0,1
1016,5016,0.0,0.0,-0.25,-0.03959937271556635,-0.88,0.3333333333333333,0.0,0.0,-1.0,-0.3846153846153846,-0.19506721846236086,-0.64,0.3333333333333333,0.0,0.13049331257958996,-0.36,0.2727272727272727,0.0,0,0,0,0,0,0,0,0.8823529411764706,0.0,0.0,0.0,0,0,1
3609,7609,1.0,1.0,1.0,1.0,-0.6799999999999999,0.0,0.0,0.0,-1.0,-0.19999999999999996,-0.07767112103080853,-0.76,0.0,0.0,-0.14770934542776615,-0.24,0.0,0.8333333333333334,0,0,0,0,0,0,0,0.8571428571428571,0.0,0.7692307692307693,0.3333333333333333,0,0,1
2703,6703,0.0,0.0,-0.7647058823529411,-0.8727860165159973,-0.96,0.0,0.0,-1.0,0.0,-0.6271186440677966,-0.3602397480914302,-0.64,0.0,0.0,-0.6165737815942294,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2648,6648,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.6040228496626339,-0.8,0.0,0.9629629629629629,0,0,0,0,0,0,0,0.0,0.0,0.9629629629629629,0.0,0,0,0
2624,6624,-1.0,0.0,-0.8095238095238095,-0.8117388448402473,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8615279045322783,-0.88,0.0,0.8571428571428571,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0,0,0
1712,5712,0.0,0.0,0.41176470588235303,0.7063784031945821,-0.64,0.0,0.3333333333333333,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.02055675846331939,-0.52,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.0,0.0,0.8461538461538461,0.0,0,0,1
2985,6985,0.0,0.0,0.29032258064516125,0.3445442759991373,-0.52,0.0,0.2,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.03522635249277006,-0.36,-0.3333333333333333,0.0,0,0,0,0,0,0,0,0.6,0.0,0.5555555555555556,0.0,0,0,1
2748,6748,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.5424073717108815,-0.6799999999999999,0.0,0.8181818181818182,0,0,0,0,0,0,0,0.0,0.0,0.8461538461538461,0.0,0,0,0
2303,6303,0.6000000000000001,0.0,0.3999999999999999,0.46274977662937067,-0.72,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.5972621688089914,-0.76,0.0,0.6666666666666666,0,0,0,0,0,0,0,0.0,0.2,0.7142857142857143,0.0,0,0,1
1514,5514,0.0,0.0,-0.4,-0.6217372228459143,-0.76,0.0,0.8181818181818182,0.0,0.0,-0.6578947368421053,-0.6043864066828619,-0.8,0.0,0.6666666666666666,-0.622578166360316,-0.88,0.0,0.9111111111111111,0,0,0,0,0,0,0,0.0,0.0,0.8987341772151899,0.0,0,0,0
2393,6393,0.0,0.0,-0.7647058823529411,-0.9026703751610345,-0.96,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.845654851827266,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1848,5848,0.0,0.0,-0.3846153846153846,-0.4728245282604544,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2265,6265,0.0,1.0,0.2571428571428571,0.18763035286544216,-0.56,0.0,0.5,0.0,-1.0,-0.9420289855072463,-0.9787498865314942,-0.96,0.0,0.0,-0.3320163602338747,-0.43999999999999995,0.8,0.8,0,0,0,0,0,0,0,0.8095238095238095,0.0,0.8148148148148148,0.3333333333333333,0,0,1
3437,7437,-1.0,0.0,-0.6923076923076923,-0.8142244162189756,-0.96,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7902755158494668,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2100,6100,0.0,1.0,-0.7142857142857143,-0.7553699214383879,-0.96,0.0,0.0,0.0,1.0,-0.6190476190476191,-0.6774730009778768,-0.84,0.0,0.0,-0.8612478922973987,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0,0,0
1439,5439,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8471123555774559,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1354,5354,0.0,0.0,0.19999999999999996,1.0000000000000004,-0.76,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.9144189595854555,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,1
2253,6253,0.0,0.0,-0.19999999999999996,0.46843723257811365,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.33069685906014523,-0.64,0.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0,0,1
1659,5659,0.0,0.0,-0.5294117647058824,-0.5778960729467393,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8041376537902454,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3711,7711,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.9354508535553673,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3785,7785,0.0,1.0,-0.7837837837837838,-0.912349635110538,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.6775196326796441,-0.92,0.0,0.7333333333333333,0,0,0,0,0,0,0,0.0,0.0,0.7647058823529411,0.0,0,0,0
2875,6875,-1.0,0.0,-0.75,-0.8766550429150306,-0.96,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2034,6034,0.0,0.0,-0.4285714285714286,-0.5859632355398997,-0.8,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.8683495246531128,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3827,7827,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8936435989308265,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3924,7924,-1.0,0.0,-1.0,-0.8260612818914117,-0.96,0.0,0.0,-1.0,0.0,-0.5454545454545454,-0.5742383785315179,-0.72,0.0,0.0,-0.8111272720133276,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1615,5615,0.0,0.0,0.25,0.41040297267978243,-0.6799999999999999,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.25332308108963897,-0.16000000000000003,0.0,0.25,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0,0,1
2821,6821,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.9641772246171114,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2109,6109,-1.0,0.0,-1.0,-0.8629965678981821,-0.96,0.0,0.0,-1.0,0.0,-1.0,-0.8643393355548293,-0.96,0.0,0.0,-0.9258897357338087,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1054,5054,0.0,0.0,-0.5,-0.20706458356395574,-0.88,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0324746196815775,-0.36,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2042,6042,0.0,0.0,0.4193548387096775,0.28097357912056053,-0.48,0.0,0.14285714285714285,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.4514368013761213,-0.6799999999999999,0.0,0.75,0,0,0,0,0,0,0,0.5,0.0,0.6923076923076923,0.0,0,0,1
1758,5758,0.0,0.0,-0.4666666666666667,-0.16964806267923493,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7974540076656003,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.0,0,0,1
2394,6394,0.0,0.0,-0.05882352941176472,0.0011492347741424158,-0.8,0.0,0.0,0.0,0.0,-0.7333333333333334,-0.7597410439036925,-0.76,0.0,0.0,-0.8894167517150461,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2374,6374,0.0,0.0,-0.84,-0.5377738250575522,-0.88,0.0,0.0,0.0,0.0,-0.6981132075471699,-0.6053324211659082,-0.72,0.0,0.0,-0.6137072799269054,-0.84,0.0,0.7142857142857143,0,0,0,0,0,0,0,0.0,0.0,0.8461538461538461,0.0,0,0,0
1959,5959,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.806896551724138,-0.7558663366494952,-0.8,0.0,0.0,-0.9299315473077153,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1757,5757,0.0,0.0,-0.368421052631579,-0.5506083428104951,-0.88,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.607970484990586,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1067,5067,-1.0,0.0,-0.33333333333333337,-0.48083345104129194,-0.88,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.6839630414064964,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2590,6590,0.0,0.0,-0.33333333333333337,-0.043761862311732624,-0.76,0.0,0.0,0.0,0.0,-0.09090909090909094,0.02412712235257186,-0.4,0.0,0.3333333333333333,0.1503433263009546,0.0,0.6666666666666666,0.5384615384615384,0,0,0,0,0,0,0,0.42857142857142855,0.0,0.7857142857142857,0.0,0,0,1
3325,7325,0.0,0.0,0.7777777777777777,0.7051615900449288,-0.6799999999999999,0.0,0.3333333333333333,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.1451966788515432,-0.56,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.0,0,0,1
2982,6982,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8012724442827778,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3902,7902,0.0,0.0,0.8461538461538463,0.8821962362867835,-0.72,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7588443483188339,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.0,0,0,1
2292,6292,0.0,0.0,-1.0,-0.8241817003281489,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.915029400720522,-0.88,0.0,0.8571428571428571,0,0,0,0,0,0,0,0.0,0.0,0.8857142857142857,0.0,0,0,0
1240,5240,0.0,0.0,0.23076923076923084,0.3576709376135545,-0.8,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0,0,1
2101,6101,0.0,0.0,0.0,0.36400347642051023,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.2316358329651178,-0.52,0.0,0.9506172839506173,0,0,0,0,0,0,0,0.0,0.0,0.9285714285714286,0.0,0,0,1
4124,8124,0.0,0.0,-0.4285714285714286,-0.54121149319822,-0.88,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7248843974514216,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2535,6535,0.0,0.0,-0.5294117647058824,-0.5655349240564088,-0.92,0.0,0.0,0.0,0.0,-0.5223880597014925,-0.6115859445553622,-0.64,0.0,0.0,-0.6363149780540194,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1723,5723,0.0,0.0,-0.1578947368421053,-0.32963021234425516,-0.6799999999999999,0.0,0.75,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.12501376296376387,-0.4,0.0,0.8181818181818182,0,0,0,0,0,0,0,0.0,0.0,0.8260869565217391,0.0,0,0,0
1356,5356,0.0,0.0,-0.7241379310344828,-0.6869589694364915,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8603804675116595,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3241,7241,0.0,0.0,1.0,1.0000000000000004,-0.6,0.0,0.0,0.0,0.0,-0.4181818181818182,-0.13495166269584824,-0.6799999999999999,-0.3333333333333333,0.0,0.2792266567256412,-0.16000000000000003,0.0,0.92,0,0,0,0,0,0,0,0.8823529411764706,0.0,0.9310344827586207,0.0,0,0,1
3697,7697,0.0,0.0,-0.6923076923076923,-0.7458724913417863,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
3025,7025,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.942284844520386,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2941,6941,0.0,0.0,0.26315789473684204,0.4377636063236281,-0.76,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.6354366242550753,-0.6799999999999999,0.0,0.5,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.6363636363636364,0.0,0,0,1
1060,5060,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.7904669473976743,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2080,6080,-1.0,0.0,0.6774193548387097,0.5973219128389948,-0.48,0.0,0.3333333333333333,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.45196318389811796,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5238095238095238,0.0,0,0,1
2072,6072,0.0,0.0,-0.7647058823529411,-0.8143565702755353,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.6952976744179341,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2771,6771,0.0,0.0,-0.8,-0.7218273100304013,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.6628468061200633,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2448,6448,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2892,6892,0.0,0.0,-0.6799999999999999,-0.8276501871772536,-0.92,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7838340249008133,-0.76,0.0,0.9090909090909091,0,0,0,0,0,0,0,0.0,0.0,0.9090909090909091,0.0,0,0,0
4127,8127,0.0,0.0,0.1428571428571428,0.23085266520966075,-0.76,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.3236057289517371,-0.4,0.0,0.5,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.7142857142857143,0.0,0,0,1
1031,5031,0.0,0.0,-0.6,-0.6926233645390165,-0.72,0.0,0.6363636363636364,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.7588070018875462,-0.96,0.0,0.8461538461538461,0,0,0,0,0,0,0,0.0,0.0,0.84,0.0,0,0,0
2943,6943,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.9451389776318254,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1949,5949,-1.0,0.0,0.28,0.36953725292783135,-0.6799999999999999,0.0,0.5,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.2155033789032098,-0.64,0.2,0.5,0,0,0,0,0,0,0,0.75,0.0,0.7777777777777778,0.0,0,0,1
2797,6797,0.0,0.0,-0.2727272727272727,-0.5231358267363662,-0.72,0.0,0.0,0.0,1.0,0.5272727272727273,0.5307225343971189,0.3999999999999999,-0.3333333333333333,0.0,0.1741778909616889,-0.16000000000000003,0.14285714285714285,0.9080459770114943,0,0,0,0,0,0,0,0.7692307692307693,0.0,0.9106145251396648,0.0,0,0,1
3635,7635,-1.0,0.0,0.0,0.018773366219310805,-0.6799999999999999,0.3333333333333333,0.6,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.10281750112996413,-0.31999999999999995,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.6,0.0,0,0,1
3584,7584,0.0,0.0,0.04347826086956519,0.41111566170289815,-0.64,0.0,0.3333333333333333,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-0.17198687064172258,-0.36,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.0,0,0,1
1179,5179,0.0,0.0,0.41176470588235303,0.4831178072490441,-0.72,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.27098964360514743,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
3974,7974,-1.0,1.0,-0.5555555555555556,-0.7323714078268424,-0.92,0.0,0.0,0.0,-1.0,-0.7647058823529411,-0.796601470671336,-0.96,0.0,0.0,-0.6816157757253531,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0,0,0
3123,7123,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8260869565217391,-0.9453951891419647,-0.96,0.0,0.0,-0.8803316551767184,-0.84,0.0,0.9587628865979382,0,0,0,0,0,0,0,0.0,0.0,0.9615384615384616,0.0,0,0,0
