id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,match
b000ndib8m,http://www.google.com/base/feeds/snippets/10834301366840736522,0.0,0.0,1.0,1.0000000000000004,-0.84,0.0,0.0,0.0,-1.0,-0.9291139240506328,-0.7346984992290645,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000saufbg,http://www.google.com/base/feeds/snippets/16616660579258130158,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fkbhlg,http://www.google.com/base/feeds/snippets/18430618972729825710,-1.0,0.0,-1.0,-0.906643783059178,-0.96,0.0,0.0,-1.0,0.0,-0.8888888888888888,-0.9889741028855316,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0000c6eol,http://www.google.com/base/feeds/snippets/10445277524546945239,0.0,0.0,-1.0,0.1885872565899831,-0.96,0.0,0.0,-1.0,0.0,-0.3714285714285714,-0.5363360786800228,-0.56,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000o27ti0,http://www.google.com/base/feeds/snippets/3621810113236094380,0.0,0.0,0.4545454545454546,0.5057617855052401,-0.8,0.0,0.0,0.0,1.0,-0.896414342629482,-0.8978722655143787,-0.8,0.0,0.9285714285714286,0,0,0,0,0,0,0,0.0,0.0,0.9285714285714286,0.3333333333333333,0,0,1
b000b6jasg,http://www.google.com/base/feeds/snippets/13609887150599288900,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9183673469387756,-0.96903706478258,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00062ujhg,http://www.google.com/base/feeds/snippets/4651224577532936067,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndible,http://www.google.com/base/feeds/snippets/13970974095795851445,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.9212598425196852,-0.8243750691433628,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fbgae4,http://www.google.com/base/feeds/snippets/12852968287224775140,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fdetxq,http://www.google.com/base/feeds/snippets/11599304001520708679,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.8509316770186335,-0.852433368819065,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bljed2,http://www.google.com/base/feeds/snippets/82812740959708310,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.6626506024096386,-0.8624638985881206,-0.6,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ra5bl6,http://www.google.com/base/feeds/snippets/14007011703509063417,-1.0,0.0,0.0909090909090908,0.2492330692354853,-0.88,0.0,0.0,-1.0,0.0,0.2765957446808511,0.315877412779453,-0.04,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000kmehha,http://www.google.com/base/feeds/snippets/16775644996502444857,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8324607329842932,-0.8576560016541355,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ozia62,http://www.google.com/base/feeds/snippets/17378440312022763947,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7913043478260869,-0.9198918753704174,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gcd73y,http://www.google.com/base/feeds/snippets/18135578158357182921,0.0,0.0,0.3333333333333332,0.7204781661932809,-0.84,0.0,0.0,-1.0,0.0,-0.9047619047619048,-0.8928036224922293,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000o39u3q,http://www.google.com/base/feeds/snippets/18386729116244999637,0.0,0.0,0.894736842105263,0.9530968562056288,-0.64,0.0,0.0,0.0,0.0,-0.5443037974683544,-0.2954978308037316,-0.6,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,1
b000ivkrww,http://www.google.com/base/feeds/snippets/4158738238286203856,-1.0,0.0,-0.3333333333333333,-0.1115278226231593,-0.92,0.0,0.0,-1.0,0.0,-0.8048780487804879,-0.643369710561325,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0,0,1
b000nkklwe,http://www.google.com/base/feeds/snippets/14752097906520678677,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hhzie4,http://www.google.com/base/feeds/snippets/12856316670177951883,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.7142857142857143,-0.9407283722942748,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000v9yxj4,http://www.google.com/base/feeds/snippets/10158743155499131620,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hl1eie,http://www.google.com/base/feeds/snippets/17027581976190427805,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7818181818181819,-0.9619708746258456,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000szzpi4,http://www.google.com/base/feeds/snippets/13613058284792691105,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0000990y7,http://www.google.com/base/feeds/snippets/13833576505530604294,-1.0,0.0,-0.3333333333333333,-0.290129749004141,-0.84,0.0,0.0,-1.0,0.0,-0.4499999999999999,-0.2972755470953594,-0.56,0.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.4285714285714285,0.0,0,0,1
b00007bguc,http://www.google.com/base/feeds/snippets/16433681558697255842,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0008ews6w,http://www.google.com/base/feeds/snippets/11041238021562109147,0.0,0.0,1.0,0.9999999999999998,-0.84,0.0,0.0,0.0,0.0,-0.6610169491525424,-0.3098480189674617,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0,0,1
b0006oei8u,http://www.google.com/base/feeds/snippets/11061216145898713179,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00009apna,http://www.google.com/base/feeds/snippets/18388043392791017514,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000eqy0ss,http://www.google.com/base/feeds/snippets/17149948893700452737,0.0,0.0,0.3333333333333332,0.3327328912598641,-0.76,0.0,0.0,-1.0,0.0,-0.6049382716049383,-0.4523999187149717,-0.6,0.3333333333333333,0.0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0,0,1
b000ayznhg,http://www.google.com/base/feeds/snippets/121732526906427870,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hcz9ac,http://www.google.com/base/feeds/snippets/17260801429218290139,0.0,-1.0,-0.7777777777777778,-0.892771877136612,-0.96,0.0,0.0,-1.0,-1.0,-0.8571428571428572,-0.7996649450698182,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001wn0ky,http://www.google.com/base/feeds/snippets/16388256207576026986,1.0,1.0,0.4545454545454546,0.4282253024109419,-0.84,0.0,0.0,0.0,0.0,-0.654320987654321,-0.7262041584530406,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000hkpb3e,http://www.google.com/base/feeds/snippets/11022538834870557563,-1.0,0.0,0.4545454545454546,0.4935412055015455,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000fkbhlg,http://www.google.com/base/feeds/snippets/725822618923623741,1.0,0.0,-0.1428571428571429,0.7869674929705,-0.72,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0,0,1
b00004swll,http://www.google.com/base/feeds/snippets/18368234166965881725,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001o04tw,http://www.google.com/base/feeds/snippets/6468004965381846802,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000nkrj0q,http://www.google.com/base/feeds/snippets/13749047006070540730,0.0,0.0,0.3333333333333332,0.5934453371583417,-0.84,0.0,0.0,0.0,0.0,-0.0606060606060605,0.2862376713867702,-0.28,-1.3636363636363635,0.0,0,0,0,0,0,0,0,0.7333333333333333,0.0,0.0,0.0,0,0,1
b000a6jrwq,http://www.google.com/base/feeds/snippets/14960294265407748111,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6164383561643836,-0.851356794278381,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00008wiww,http://www.google.com/base/feeds/snippets/13509576982494103012,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.8484848484848485,-0.9278018670941274,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hjdpx8,http://www.google.com/base/feeds/snippets/1829125396804686622,0.0,0.0,0.25,-0.025944818983605,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000rgxto6,http://www.google.com/base/feeds/snippets/18107239556630917796,0.0,0.0,0.0909090909090908,-0.0564255915117124,-0.88,0.0,0.0,-1.0,0.0,-0.6727272727272727,-0.5652121711723601,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000bdezfw,http://www.google.com/base/feeds/snippets/18431383104785501737,-1.0,0.0,-0.6799999999999999,-0.482964740044923,-0.92,0.0,0.0,-1.0,0.0,-0.8471337579617835,-0.8040559807464821,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000pgvk5s,http://www.google.com/base/feeds/snippets/3286136250930686353,0.0,0.0,0.8181818181818181,0.9340935454460666,-0.8,0.0,0.0,0.0,0.0,-0.889273356401384,-0.3125780700307774,-0.64,0.0,0.9523809523809524,0,0,0,0,0,0,0,0.0,0.0,0.9090909090909092,0.0,0,0,1
b000b57k4s,http://www.google.com/base/feeds/snippets/18409957880168870961,0.0,0.0,-0.6,-0.8080403040491124,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001db6i6,http://www.google.com/base/feeds/snippets/12904825904608701558,0.0,0.0,0.7142857142857142,0.9286104146734844,-0.88,0.0,0.0,0.0,0.0,-0.6893203883495146,-0.7054268843933647,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000o24l3q,http://www.google.com/base/feeds/snippets/17359014404157181642,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.902439024390244,-0.8055306406311815,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000083k56,http://www.google.com/base/feeds/snippets/16758818719427459739,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000j588g4,http://www.google.com/base/feeds/snippets/17733079574233143461,0.0,0.0,0.3333333333333332,0.3369196989911387,-0.88,0.0,0.0,0.0,0.0,-0.7241379310344828,-0.2540133757469163,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0,0,1
b000ozjtoo,http://www.google.com/base/feeds/snippets/13203509836503626053,-1.0,0.0,-0.6,-0.8156483947943005,-0.96,0.0,0.0,0.0,0.0,-0.8556701030927836,-0.6407170120401567,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fepvcs,http://www.google.com/base/feeds/snippets/11179585669816570240,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00004t2un,http://www.google.com/base/feeds/snippets/14130771147505120755,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7241379310344828,-0.9230545789243818,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000qs8n64,http://www.google.com/base/feeds/snippets/13733941457425508916,-1.0,0.0,-1.0,-0.940720449115438,-0.96,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000szzpi4,http://www.google.com/base/feeds/snippets/18057453863734492529,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hctyte,http://www.google.com/base/feeds/snippets/8534832840110494948,-1.0,-1.0,-1.0,-0.8641504368413805,-0.96,0.0,0.0,-1.0,0.0,-0.7833935018050542,-0.657068923067247,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000cszg2m,http://www.google.com/base/feeds/snippets/12869711266937040334,0.0,0.0,-0.7777777777777778,-0.8583924625207899,-0.96,0.0,0.0,0.0,0.0,-0.9298245614035088,-0.9673619768473264,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000v7riie,http://www.google.com/base/feeds/snippets/17523098183862840727,0.0,0.0,-0.4285714285714286,0.0489312650992852,-0.92,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000a76zt8,http://www.google.com/base/feeds/snippets/13366246536827294748,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8307692307692307,-0.7277770986826102,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0007yepyg,http://www.google.com/base/feeds/snippets/16750822567909349008,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7407407407407407,-0.8717454312161566,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000qfqa1w,http://www.google.com/base/feeds/snippets/18359173228817263564,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9302325581395348,-0.979932433206909,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ias0i6,http://www.google.com/base/feeds/snippets/13621056199586324139,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.9230769230769232,-0.9075784797812808,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bhq5jw,http://www.google.com/base/feeds/snippets/18436637620422411542,-1.0,1.0,-0.1666666666666666,0.0230891248405995,-0.76,0.0,0.0,-1.0,1.0,-0.5932203389830508,-0.8788486472818569,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.5,0,0,1
