id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,match
b000fiejt0,http://www.google.com/base/feeds/snippets/10262120275655126189,0.0,0.0,-0.8,-0.9428887646898834,-0.96,0.0,0.6,0.0,0.0,-0.7362637362637363,-0.9520789772420127,-0.88,0.0,0.3333333333333333,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,0
b000ndibri,http://www.google.com/base/feeds/snippets/3607173973836413689,0.0,0.0,0.19999999999999996,0.2348814814485154,-0.84,0.0,0.0,-1.0,-1.0,-0.9073359073359073,-0.9420390930152501,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000ozhfsq,http://www.google.com/base/feeds/snippets/15900908228724186506,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.9235668789808917,-0.9081933558860666,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0008ewsf8,http://www.google.com/base/feeds/snippets/10087092539211280139,0.0,0.0,0.7777777777777777,0.7495327059872949,-0.84,0.0,0.0,0.0,0.0,-0.7647058823529411,-0.7203346774432612,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0,0,1
b000rwdd9q,http://www.google.com/base/feeds/snippets/12795055230577743877,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8805970149253731,-0.9143254797918112,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndic9a,http://www.google.com/base/feeds/snippets/10469754902338981968,0.0,0.0,-0.6363636363636364,-0.6947997926163333,-0.96,0.0,0.0,0.0,0.0,-0.8731707317073171,-0.8179691717884816,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.9047619047619048,0.0,0,0,0
b000kjzigw,http://www.google.com/base/feeds/snippets/5401125560950308865,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000egwc42,http://www.google.com/base/feeds/snippets/18427221955987040627,-1.0,1.0,-0.07692307692307687,0.21849766868834797,-0.84,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000hlp5wa,http://www.google.com/base/feeds/snippets/8519495523069900652,-1.0,0.0,0.09090909090909083,0.35405705298922197,-0.88,0.0,0.0,-1.0,-1.0,-0.797979797979798,-0.7526036416034841,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000b6vlh4,http://www.google.com/base/feeds/snippets/17380681448057691666,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7674418604651163,-0.8816547542589227,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000skvy20,http://www.google.com/base/feeds/snippets/12056715424410959345,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000i84dsy,http://www.google.com/base/feeds/snippets/12888310742533865831,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.96,-0.967388481618432,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ga99ry,http://www.google.com/base/feeds/snippets/9441540945797851150,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9384615384615385,-0.9616300849257041,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000h2can6,http://www.google.com/base/feeds/snippets/866471509127749885,1.0,0.0,-0.1428571428571429,-0.15181385009899584,-0.88,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0,0,1
b000szzpi4,http://www.google.com/base/feeds/snippets/13613058284792691105,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bt559q,http://www.google.com/base/feeds/snippets/16899757809733800311,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9083094555873925,-0.9371953427374992,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00006jo4g,http://www.google.com/base/feeds/snippets/18003233021510824885,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7391304347826086,-0.8726347348890152,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fkbhlg,http://www.google.com/base/feeds/snippets/18430618972729825710,-1.0,0.0,-1.0,-0.9066437830591781,-0.96,0.0,0.0,-1.0,0.0,-0.8888888888888888,-0.9889741028855317,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000042olp,http://www.google.com/base/feeds/snippets/18364593385199892798,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7419354838709677,-0.9259000818201891,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000jx5shs,http://www.google.com/base/feeds/snippets/11305609082663670615,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001db6i6,http://www.google.com/base/feeds/snippets/12904825904608701558,0.0,0.0,0.7142857142857142,0.9286104146734844,-0.88,0.0,0.0,0.0,0.0,-0.6893203883495146,-0.7054268843933647,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000bknncq,http://www.google.com/base/feeds/snippets/10004325115759097777,0.0,0.0,-0.5,-0.1910613732369626,-0.92,0.0,0.0,-1.0,0.0,-0.6923076923076923,-0.35223916919778175,-0.6,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000e0tcj6,http://www.google.com/base/feeds/snippets/15620401128846734122,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8666666666666667,-0.9380559990088734,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000t9luce,http://www.google.com/base/feeds/snippets/13160481908871733668,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9281437125748503,-0.8885301829275668,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0009yegcu,http://www.google.com/base/feeds/snippets/17807598841682851061,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9420872934283229,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0000afu4e,http://www.google.com/base/feeds/snippets/16761652643579553206,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000b6n2oe,http://www.google.com/base/feeds/snippets/848125606533600340,0.0,0.0,-0.07692307692307687,0.01083624934597438,-0.88,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0009dwkwo,http://www.google.com/base/feeds/snippets/15744420000863688597,0.0,0.0,0.41176470588235303,0.38626726032042513,-0.76,0.0,0.0,0.0,0.0,-0.564625850340136,-0.46642058739671177,-0.6,0.0,0.6666666666666666,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0,0,1
b000b6n2m6,http://www.google.com/base/feeds/snippets/5100142948291279525,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8309859154929577,-0.8763131336161984,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndible,http://www.google.com/base/feeds/snippets/790771655328756919,0.0,0.0,0.33333333333333326,0.514486378500447,-0.84,0.0,0.0,-1.0,-1.0,-0.904950495049505,-0.9421582214016119,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869,0.0,0.0,-0.11111111111111116,0.4226913250109485,-0.8,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000euhiug,http://www.google.com/base/feeds/snippets/13691825178637426167,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9,-0.9926967172014619,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ap2wyw,http://www.google.com/base/feeds/snippets/2622452102774676117,0.0,0.0,1.0,1.0,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000kmcf0g,http://www.google.com/base/feeds/snippets/6723971893365194031,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8279569892473118,-0.9552750249040324,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bb7fjw,http://www.google.com/base/feeds/snippets/13449641891153735617,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hkpb3e,http://www.google.com/base/feeds/snippets/16994571027607394610,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0009jearq,http://www.google.com/base/feeds/snippets/17196507061828599304,0.0,0.0,0.1428571428571428,0.2120123462416763,-0.92,0.0,0.0,0.0,0.0,-0.46341463414634143,-0.556253973320848,-0.52,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0,0,1
b000edjjhs,http://www.google.com/base/feeds/snippets/17033785854482020785,-1.0,0.0,0.5384615384615385,0.671267138066876,-0.8,0.0,0.0,-1.0,0.0,-0.6428571428571428,-0.6250061787651784,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b00094ot4a,http://www.google.com/base/feeds/snippets/17708460496974727302,0.0,0.0,0.6000000000000001,0.9444794437738819,-0.88,0.0,0.0,0.0,0.0,-0.9550561797752809,-0.9470615125448214,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000ndemb2,http://www.google.com/base/feeds/snippets/17559034044141977140,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.8939759036144579,-0.9027803255794489,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000k2nktg,http://www.google.com/base/feeds/snippets/12305355018633460121,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9475409836065574,-0.9566479527050413,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bnkbdm,http://www.google.com/base/feeds/snippets/17041407452745716787,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.7894736842105263,-0.8990480411720352,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0006ma3bs,http://www.google.com/base/feeds/snippets/15029722953607772969,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000frs438,http://www.google.com/base/feeds/snippets/5896502193537683833,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.84,-0.9288439228498259,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00002s6sc,http://www.google.com/base/feeds/snippets/14941513108998426217,-1.0,0.0,0.6666666666666667,0.6216458652719674,-0.76,0.0,0.0,0.0,0.0,-0.751937984496124,-0.30105340061326524,-0.6799999999999999,-0.7142857142857143,0.0,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.3333333333333333,0.0,0,0,1
b000bgj09k,http://www.google.com/base/feeds/snippets/13533497843810105113,0.0,0.0,-0.8461538461538461,-0.8726392585065804,-0.96,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00022pti4,http://www.google.com/base/feeds/snippets/12827595574130654877,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.917184265010352,-0.8234879231203296,-0.76,0.0,0.8571428571428571,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0,0,0
b0002dlrru,http://www.google.com/base/feeds/snippets/16975145788941880604,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.6712328767123288,-0.8695990981712937,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00009m8ur,http://www.google.com/base/feeds/snippets/10573492586401688478,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.8117647058823529,-0.9378684832956063,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0008glgea,http://www.google.com/base/feeds/snippets/8112171750465742759,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9408866995073891,-0.8071356239681422,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hbys96,http://www.google.com/base/feeds/snippets/5155217336879101407,-1.0,-1.0,-0.6666666666666667,-0.8249529430977962,-0.96,0.0,0.0,-1.0,-1.0,-0.857566765578635,-0.8740104471578559,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0,0,0
b000jiqlxi,http://www.google.com/base/feeds/snippets/18151952927255406461,1.0,0.0,0.33333333333333326,0.2243966038510481,-0.88,0.0,0.0,1.0,0.0,-0.536231884057971,-0.5671662453418425,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0,0,1
b0002b0qfg,http://www.google.com/base/feeds/snippets/11267581873345425673,0.0,0.0,0.5,0.49168920702404995,-0.88,0.0,0.0,0.0,0.0,0.7857142857142858,0.6678669703546318,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000i4rmfe,http://www.google.com/base/feeds/snippets/14007006525589850325,-1.0,0.0,0.11111111111111116,0.14761313525247544,-0.8,0.0,0.0,-1.0,0.0,-0.2954545454545454,-0.15041121035122307,-0.52,0.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0,0,1
b000ogsyk8,http://www.google.com/base/feeds/snippets/391160076939023566,0.0,0.0,0.33333333333333326,0.24870425421435272,-0.8,0.0,0.0,0.0,0.0,-0.8412098298676749,0.041873232404496585,-0.43999999999999995,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000iflerk,http://www.google.com/base/feeds/snippets/13629048235166470951,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7192982456140351,-0.9094501565646542,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndid62,http://www.google.com/base/feeds/snippets/12902588696220790386,-1.0,0.0,-0.5294117647058824,-0.6793362634721446,-0.92,0.0,0.0,-1.0,0.0,-0.8787878787878788,-0.5083598035683645,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndibge,http://www.google.com/base/feeds/snippets/1227473479709404023,0.0,0.0,0.4545454545454546,0.5534907405692269,-0.84,0.0,0.0,-1.0,0.0,-0.9043062200956937,-0.9284084234619979,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000lrdlia,http://www.google.com/base/feeds/snippets/13830033675761129549,0.0,0.0,0.8461538461538463,0.9070698463193034,-0.76,0.0,0.0,0.0,0.0,-0.020979020979020935,0.3616692752107107,-0.16000000000000003,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0008ews6w,http://www.google.com/base/feeds/snippets/13561992178364532313,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bl40dg,http://www.google.com/base/feeds/snippets/10381298233088883938,0.0,0.0,0.4545454545454546,0.30691412556537934,-0.84,0.0,0.0,0.0,0.0,-0.31360946745562135,0.06614214512759231,-0.43999999999999995,0.0,0.75,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0,0,1
b000o26lo8,http://www.google.com/base/feeds/snippets/15253105067631588667,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9395973154362416,-0.7780680922646258,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001xngz2,http://www.google.com/base/feeds/snippets/12845828276850775134,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.9523809523809523,-0.9732595880837926,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gcj6mk,http://www.google.com/base/feeds/snippets/13719401226624644329,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9090909090909091,-0.9682996248283766,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000lu8a10,http://www.google.com/base/feeds/snippets/18406653450238248367,0.0,0.0,0.6000000000000001,0.7795529299198709,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
