id1,id2,name1,name2,short_description1,short_description2,match_type,match,predicted_match1,predicted_match2,predicted_match3,predicted_match_merged
https://walmart.com/ip/Dixie-Paper-Dinner-Plates-10-150-Count/48767998,https://www.amazon.com/dp/B089NX5QJR,"Dixie Paper Dinner Plates, 10"", 150 Count",Dixie everyday disposalble paper plates 10 1/16,"Focus on what matters with Dixie disposable paper plates - theyÃ¢â‚¬â„¢re strong, convenient, and affordable enough to use every day. Dixie plates are microwaveable for easy reheating, cut resistant, recyclable*, and have a Soak Proof Shield that is designed to handle all types of food, including juicy burgers, barbecue, lasagna, and more. Dixie paper dinner plates are 2X stronger than the leading comparable store brand paper plate, so you can double up on servings, not plates. Try them for meals or snacks, family get-togethers, weekend brunch, birthday celebrations, or other special events. YouÃ¢â‚¬â„¢ll spend less time at the sink, and more time at the table! All Dixie-branded paper bowls, cups, and plates manufactured in Georgia-Pacific facilities are kosher certified by the Orthodox Union. Dixie plates and bowls are also BPA free and gluten free. Stock up today! *Dixie plates and bowls may be recycled if you have access to a recycler that accepts paper products containing food residue. Such facilities may not exist in your area.",,medium_nonmatch,0,0,0,1,0
https://walmart.com/ip/DROP-IN-2PK-FRAG-FRE/994427411,https://www.amazon.com/dp/B002MPPYU2,DROP-IN 2PK FRAG FRE,"DampRid Fg60 Refillable Moisture Absorber, Fragrance Free",DROP-IN 2PK FRAG FRE,"DampRid Refillable Moisture Absorbers are convenient 10.5-ounce cups that attract and trap excess moisture out of the air DampRid eliminates odors by absorbing excess moisture that creates damp, musty smells Great for use in a bathroom, laundry room, kitchen, closet, home gym, and any space where excess moisture is an issue Each of the two 10.5-ounce cups lasts up to 60 days, depending on temperature and humidity To use, remove lid and pour crystals from bag into the top tray of the canister. Once odor absorbing crystals have dissolved, discard water from canister and refill for longer lasting freshness",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09R8TZ155,"Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks","Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks","DescriptionShow off your scrumptious hors d'oeuvre, lip-smacking sandwiches or delicious wraps using these biodegradable paddle shaped bamboo skewers. The natural wooden color of these classic cocktail picks will bring a bold look to your platter presentation by making it look tempting and appealing. These disposable, compostable and eco friendly bamboo paddle picks are made from natural organic material, thus contain no harmful chemicals or toxins. Using the biodegradable cutlery helps in reducing the hospitality industrys contribution to environmental pollution in landfills. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these kabob skewers and your guests will find it considerably easier to pick up individual portions of meal.Add a touch of elegance in garnishing your martinis or beverages and make your party an elegant affair. These bamboo paddle picks are an attractive choice for wedding buffets, catered events, banquets, restaurants and extravagant parties. These appetizer skewers combine the convenience of disposability with the ecological advantage of substituting the standard wood and plastic picks.BPA FreeTotally Safe to Use. The item is free of the chemical Bisphenol A (BPA).RecyclableThis item can be recycled under various recycling programs.Multi-UseUsing the biodegradable cutlery helps in reducing the hospitality industrys contribution to environmental pollution in landfills. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these picks and your guests will find it considerably easier to pick up individual portions of meal.DecorativeShow off your scrumptious hors d'oeuvre, lip-smacking sandwiches or delicious wraps using these biodegradable bamboo paddle picks.DurableThese high quality natural wooden picks are strong and leak resistant, that means these can efficiently be used to cater the culinary needs of indoors or outdoors, casual and upscale functions.Additional Information:WARNING: Not Microwave or Dishwasher SafePerfect for wedding, birthday, upscale occasions, and any special events","Order over $39 eligible for FREE SHIPPING,combine with any Efavormart itemsQuantity: 100 Cocktail Picks Material: Bamboo Color: Natural Product Length: 6 inches Eco Friendly: Yes Biodegradable: Yes PREMIUM QUALITY: These picks are made from high-quality premium material. To make things swankier, we have designed it on the master of luster. Strong and sturdy, this elegantly shimmering piece comprises shiny material crafted with the utmost perfection. ELEGANT: Nothing can beat the unmatchable class and elegance exuded by these stunningly beautiful picks. With shiny clear premium quality and glistening design, this piece of pure elegance is sure to bedazzle whoever sets eyes on it. ATTRACTIVE: These picks will add imperial shimmer and surreal sophistication to your events and dinners. Inspire your guests and invitees with these beautiful picks. The glimmering design will make them appear more tempting and delightful. VERSATILE USE: Using the biodegradable cutlery helps in reducing the hospitality industrys contribution to environmental pollution in landfills. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these picks and your guests will find it considerably easier to pick up individual portions of meal.",match,1,1,0,1,1
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09GDZ7XG1,"Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks","Efavormart 100 Pack - 5"" Flamingo Party Picks, Bamboo Skewers, Decorative Top Cocktail Sticks - Fushia/Pink Toothpick, Tropical Party Decoration, Supplies, Hawaiian Luau Party, Tropical","DescriptionShow off your scrumptious hors d'oeuvre, lip-smacking sandwiches or delicious wraps using these biodegradable paddle shaped bamboo skewers. The natural wooden color of these classic cocktail picks will bring a bold look to your platter presentation by making it look tempting and appealing. These disposable, compostable and eco friendly bamboo paddle picks are made from natural organic material, thus contain no harmful chemicals or toxins. Using the biodegradable cutlery helps in reducing the hospitality industrys contribution to environmental pollution in landfills. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these kabob skewers and your guests will find it considerably easier to pick up individual portions of meal.Add a touch of elegance in garnishing your martinis or beverages and make your party an elegant affair. These bamboo paddle picks are an attractive choice for wedding buffets, catered events, banquets, restaurants and extravagant parties. These appetizer skewers combine the convenience of disposability with the ecological advantage of substituting the standard wood and plastic picks.BPA FreeTotally Safe to Use. The item is free of the chemical Bisphenol A (BPA).RecyclableThis item can be recycled under various recycling programs.Multi-UseUsing the biodegradable cutlery helps in reducing the hospitality industrys contribution to environmental pollution in landfills. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these picks and your guests will find it considerably easier to pick up individual portions of meal.DecorativeShow off your scrumptious hors d'oeuvre, lip-smacking sandwiches or delicious wraps using these biodegradable bamboo paddle picks.DurableThese high quality natural wooden picks are strong and leak resistant, that means these can efficiently be used to cater the culinary needs of indoors or outdoors, casual and upscale functions.Additional Information:WARNING: Not Microwave or Dishwasher SafePerfect for wedding, birthday, upscale occasions, and any special events","Order over $39 eligible for FREE SHIPPING,combine with any Efavormart items1 Qty: 100 Bamboo Skewers (50 Pink + 50Fushia) Material: Bamboo Stick Color: Natural Flamingo Leaf Color: 50 pcs Fushia and 50 pcs Pink Total Length: 5.25"" Stick Length: 4.5"" Style: Flamingo Leaf Pick Flamingo Size: 1""W x .75"" L x 1/2cm Thick Flamingo design is only on one side. Plain pink w/ eyeball hole on the other side. All sizes are approximate measurements Due to different light settings the actual color mig PREMIUM QUALITY: These picks are made from high-quality premium material. This elegantly shimmering piece comprises shiny material crafted with the utmost perfection. To make things swankier, we have designed it on the master of luster. Strong snd sturdy enough. CAPTURES ATTENTION: These picks will add imperial shimmer and surreal sophistication to your eating and cooking experience. Inspire your guests and invitees by sumptuously serving your appetizers. The glimmering design will make them appear more tempting and delightful. CLASS AND ELEGANCE: Nothing can beat the unmatchable class and elegance exuded by these stunningly beautiful picks. With shiny clear premium quality and glistening design, this piece of pure elegance is sure to bedazzle whoever sets eyes on it. MULTI-USE: Perfect for finger food such as mini burgers, sandwiches, fruits, etc. Perfect for buffet, wedding receptions, outdoor catered events, and any events. Serve your appetizers, satay dishes, kabobs, wraps, or sarnies with these picks.",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Fantastik-Multi-Surface-DEGREASER-Disinfectant-SANITIZER-Pleasant-Scent-32-OZ-Spray-Bottle/116478836,https://www.amazon.com/dp/B087862NLQ,"Fantastik Multi-Surface DEGREASER, Disinfectant, SANITIZER, Pleasant Scent, 32 OZ Spray Bottle",FANTASTIK Multi-Surface Disinfectant,"1 Fantastik Multi-Surface DEGREASER, Disinfectant, SANITIZER, Pleasant Scent, 32 OZ Spray Bottle","Kills 99.9% Of Viruses And Bacteria When Used As Directed On Hard Non-Porous Surfaces Removes 100% Of Tough Soap Scum And Grease One Product To Streamline Your Cleaning Process: Cleans, Disinfects, Degreases And Deodorizes Leaves A Pleasant Scent New, Improved Multi-Purpose Daily Cleaner Formula!",match,1,1,0,1,1
https://walmart.com/ip/Gain-Fabric-Softener-Dryer-Sheets-Original-Scent-105-Count/199030208,https://www.amazon.com/dp/B0752ZPZKL,"Gain Fabric Softener Dryer Sheets, Original Scent, 105 Count","Gain, Fabric Softener Dryer Sheets, Original Scent, 105 Count","More scent. More softness. Less static. For daring noses, we hear the trifecta of Gain Moonlight Breeze scent (laundry detergent + fabric softener + dryer sheets) is the way to go.","Dryer sheets fight static in the dryer while adding the amazing Gain scent Dryer sheets also help reduce wrinkles Dryer Sheets; Fight Static Wash your laundry with matching scents in Gain Laundry Detergent, Liquid Fabric Softener, and Scent Booster Beads then add dryer sheets to the dryer to keep your laundry smelling amazing even after six weeks",match,1,0,1,1,1
https://walmart.com/ip/Gain-Odor-Defense-Liquid-Fabric-Softener-Super-Fresh-Blast-Scent-150-Loads-HE-Compatible/890197444,https://www.amazon.com/dp/B085P95DFY,"Gain + Odor Defense Liquid Fabric Softener, Super Fresh Blast Scent, 150 Loads, HE Compatible","Gain + Aroma Boost Laundry Detergent Liquid Soap, Moonlight Breeze Scent, 45 Loads, 65 Fl Oz, Pack Of 2, He Compatible","Pssst! Want to smell and feel as fresh as you look? Fight tough odors at the source, and say hello to super freshness*, plus irresistible softness, with Gain +Odor Defense Liquid Fabric Enhancer Super Fresh Blast Scent. Lock in irresistible softness and let your nose take you on an unforgettable journey through nature. It's going to be a real scent-sational experience you won't forget.Pair it with other Gain + Odor Defense Super Fresh Blast products for a truly irresistible experience.Use cap to measure: Fill to lower line for medium loads, middle line for large loads, or upper line for extra large loads.*in wear",Smells great because it cleans great! 6 weeks of freshness from wash until wear Freshness of 1 cap of Gain liquid laundry detergent = 1 bottle of the leading baking soda detergent. (*In-wear freshness of 1 large dose of Gain vs. 50 oz bottle of leading baking soda detergent/ scent) Works in all washing machines even in cold water Keep out of reach of children,close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Genuine-Joe-GJO01013-Clear-Trash-Can-Liners-250-Carton-Clear-33-gal/22134959,https://www.amazon.com/dp/B0083IYZX4,"Genuine Joe, GJO01013, Clear Trash Can Liners, 250 / Carton, Clear, 33 gal",Genuine Joe - GJO70012 Economy High-Density Can Liners,"Trash can liners are ideal for recycling and pilferage control. High-clarity, clear film allows easy viewing of contents inside the linear low-density can liner. Linear low-density polyethylene offers a higher tensile strength and superior impact-resistance and puncture-resistance compared to low-density polyethylene. Star-bottom construction easily conforms to any size trash can and spreads trash around the bottom of the bag. The star seal, or X-seal, is designed for more even distribution of contents. Bags come in a convenient coreless roll for easy dispensing anywhere. Each bag holds 31 to 33 gallons of your garbage. Bags are 0.6 mil thick. The bag size is 33&quot; x 39&quot;.","Built for light to medium trash and frequent changes Superior performance and strength with high-density resins Coreless rolls to store easily and keep bags at your fingertips Ideal for office recycling, waste and pilferage control Star-bottom for even distribution of contents",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Glad-Cling-N-Seal-Plastic-Food-Wrap-300-Square-Foot-Roll/12442827,https://www.amazon.com/dp/B01FKKWUIY,"Glad Cling N Seal Plastic Food Wrap, 300 Square Foot Roll","Glad Freezer Wrap, 150 Square Foot Roll (Packaging May Vary) ,1 Count(Pack of 1)","Glad Cling N Seal gives you 2X Freshness Protection with an airtight seal and moisture block technology. Glad Cling N Seal extends your foods freshness by keeping air out with a superior seal cling versus the national brand, keeping your foods fresher longer based on moisture loss in produce versus no protection. Its easy to use roll makes protecting your favorite foods fast and simple. This food wrap is easy to handle and grips to a variety of surfaces, such as glass and metal, making it useful for portioning, preparing, steaming and protecting. Cling N Seal can be used outside of the kitchen too. It is great to use for preventing leaks in toiletries when traveling, wrapping wet paint brushes to use later, or keeping items in drawers when moving. Glad Cling N Seal is made without BPA and is microwave safe. Glad protects and seals with ease.","One 150 square foot roll of Glad FreezerWrap 3 in 1 freezer protection with more stretch, tighter cling, and thicker wrap Bluish tint and 25% thicker than regular Glad ClingWrap Contains no plasticizer unlike some other wraps Protects better against freezer burn than regular storage bags",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Glade-Solid-Air-Freshener-1-CT-Clean-Linen-6-OZ-Total/15543976,https://www.amazon.com/dp/B00BCXRUFC,"Glade Solid Air Freshener 1 CT, Clean Linen, 6 OZ. Total","Glade Solid Air Freshener, Deodorizer for Home and Bathroom, Lavender & Peach Blossom, 6 Oz","Meet the Glade Solid Air Freshener Ã¢â‚¬â€œ just twist to release the rich fragrance within and set the intensity by adjusting the lid. With a variety of scents to choose from, it's the perfectly practical way to add continuous fragrance to your home. The classic scent of line-dried laundry gets a modern twist of sunny citrus in Glade Clean Linen. The familiar feeling of clean comfort makes home feel even cozier.","Available in a wide variety of rich fragrances at great value Can be easily placed anywhere in the home for continuous, long-lasting freshness Simple to use solid air freshener with no outlets or batteries needed Adjustable gel air freshener cone allows you to release just the right amount of fragrance for your home",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Kenmore-Type-O-Cloth-Vacuum-Bags-HEPA-for-Upright-Vacuums-Style-6-Pack-53294/210848228,https://www.amazon.com/dp/B00Q40F0S2,Kenmore Type O Cloth Vacuum Bags HEPA for Upright Vacuums Style 6 Pack 53294,Kenmore 53294 6 Pack Type O HEPA Vacuum Bags for Upright Vacuums,"This package of Kenmore type O vacuum bags contains 6 replacement vacuum bags for select Kenmore upright vacuum cleaners. Fits Kenmore upright vacuum cleaners that use type O replacement bags. Easy to install. HEPA media filtration captures 99.97% of dust particles, pollen, bacteria and more, as small as 0.3 micron. Is approved for certified asthma- and allergy-friendly canister and upright vacuums","Fits Kenmore upright vacuum cleaners that use type O replacement bags HEPA media filtration captures 99.97% of dust particles, pollen, bacteria and more, as small as 0.3 micron Is approved for certified asthma- and allergy-friendly canister and upright vacuums Quick and easy to replace Pack of 6",match,1,0,1,1,1
